faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),378,130,1,2
25-39 (Millennials),1888,641,0,6
40-54 (Gen X),1499,522,0,0
55-69 (Boomers),212,73,0,0
70+ (Silent),21,8,0,0
Nao Informado,10,3,16,0
