faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
Boomers (1946-1964),15,47856.979999999996,3190.465333333333,2.7726432532347505
Gen X (1965-1980),148,524066.57,3540.990337837838,27.35674676524954
Gen Z (1997-2012),71,278391.08,3921.0011267605637,13.123844731977819
Millennials (1981-1996),306,1090115.03,3562.4674183006537,56.56192236598891
Silent (antes 1946),1,6890.0,6890.0,0.18484288354898337
