shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,5697,1180,934121.74,791.628593220339,36.89410760034159,1845.3820000000005,118
Continente Shopping,CS,4606,1095,1233003.49,1126.030584474886,39.23805147058823,2836.7560000000003,110
Neumarkt Shopping,NK,6650,1232,1023862.53,831.0572483766234,39.58842705786471,1900.2360000000008,124
Garten Shopping,GS,2520,618,352471.24,570.3418122977346,36.68189233278956,1243.6100000000001,62
Norte Shopping,NR,3661,789,605958.8300000001,768.0086565272497,37.99873096446701,1802.6200000000003,79
Nações Shopping,NS,3097,701,510789.88,728.6588873038517,36.5632183908046,1652.01,71
