sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,847,71.77966101694915,666109.51
BS,Masculino,324,27.45762711864407,263888.54000000004
BS,Nao Informado,6,0.5084745762711864,1786.05
BS,Outro,3,0.2542372881355932,2337.6400000000003
CS,Feminino,868,79.26940639269407,980505.0700000001
CS,Masculino,221,20.182648401826484,248630.08000000002
CS,Nao Informado,4,0.365296803652968,3010.76
CS,Outro,2,0.182648401826484,857.58
NK,Masculino,300,24.350649350649352,237153.39
NK,Feminino,929,75.40584415584416,784997.52
NK,Outro,1,0.08116883116883117,755.87
NK,Nao Informado,2,0.16233766233766234,955.7500000000001
GS,Masculino,169,27.346278317152105,111512.00000000001
GS,Feminino,446,72.168284789644,240317.45
GS,Nao Informado,2,0.3236245954692557,466.79
GS,Outro,1,0.16181229773462785,175.0
NR,Feminino,594,75.2851711026616,455829.26
NR,Masculino,195,24.714828897338403,150129.57
NS,Feminino,489,69.75748930099857,358145.17000000004
NS,Masculino,207,29.529243937232525,149538.76
NS,Nao Informado,4,0.5706134094151213,694.14
NS,Outro,1,0.14265335235378032,2411.8100000000004
