Metrica,High Spenders,Demais Clientes
Qtd Clientes,541.0,4869.0
Valor Total (R$),1947319.66,2712888.05
Ticket Medio (R$),3599.4818114602585,557.1756110084206
Freq Media Compras,10.55822550831793,4.2142123639351
Idade Media,40.60049019607843,38.25435711129658
% Feminino,74.4916820702403,74.0398439104539
% Masculino,25.32347504621072,25.467241733415484
