perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,331,554724.4,8.91238670694864,4.492447129909365,4.761329305135952,4.5347432024169185,13.788519637462235,1675.9045317220543,15.91,35.83
Premium,591,603834.04,4.424703891708968,3.311336717428088,3.8274111675126905,3.7681895093062607,10.90693739424704,1021.7158037225043,28.4,39.01
Potencial,670,316581.69,2.207462686567164,2.8671641791044777,2.4835820895522387,2.6313432835820896,7.982089552238806,472.50998507462685,32.2,20.45
Pontual,489,72899.52,1.2985685071574642,1.7955010224948875,1.5153374233128833,1.5378323108384457,4.848670756646217,149.07877300613498,23.5,4.71
