shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Balneário Shopping,387,410687.62,3.0,3.0,3.0,9.0,1061.2083204134367,71,162741.56,2292.134647887324,105,163915.71,1561.1019999999999,117,68319.06999999999,583.9236752136751,94,15711.28,167.1412765957447,26.53
Neumarkt Shopping,442,334601.04,3.0,3.0,3.0,9.0,757.01592760181,67,109693.21,1637.212089552239,136,143982.27,1058.6931617647058,125,60318.75,482.55,114,20606.81,180.76149122807018,21.61
Continente Shopping,483,323502.27999999997,3.0,3.0,3.0,9.0,669.7769772256728,79,116231.68,1471.2870886075948,128,119548.81,933.975078125,163,72765.12,446.41177914110426,113,14956.67,132.3599115044248,20.9
Garten Shopping,420,257904.25,3.0,3.0,3.0,9.0,614.057738095238,63,85271.65,1353.518253968254,121,98650.93,815.2969421487603,146,61763.13,423.0351369863013,90,12218.54,135.76155555555556,16.66
Nações Shopping,197,120760.16,3.0,3.0,3.0,9.0,612.9957360406091,27,41342.01,1531.1855555555555,56,46044.49,822.2230357142856,70,28387.66,405.538,44,4986.0,113.31818181818181,7.8
Norte Shopping,152,100584.3,3.0,3.0,3.0,9.0,661.7388157894737,24,39444.29,1643.5120833333333,45,31691.829999999998,704.2628888888888,49,25027.96,510.774693877551,34,4420.22,130.0064705882353,6.5
