cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
152,85.9,3,1,Garten Shopping,Feminino,Gastronomia,5,3,1,9,Potencial
164,307.9,2,3,Nações Shopping,Feminino,Beleza e Bem-estar,5,2,3,10,Premium
168,1714.15,9,6,Continente Shopping,Feminino,Moda,4,5,5,14,VIP
169,560.66,6,17,Continente Shopping,Masculino,Moda,2,4,4,10,Premium
170,498.7,2,15,Nações Shopping,Masculino,Moda,3,2,4,9,Potencial
195,854.65,7,6,Continente Shopping,Feminino,Beleza e Bem-estar,4,5,4,13,VIP
241,4100.1,4,9,Balneário Shopping,Feminino,Eletrônicos,4,4,5,13,VIP
272,837.42,4,1,Norte Shopping,Feminino,Calçados,5,4,5,14,VIP
277,1798.7,2,5,Neumarkt Shopping,Feminino,Casa e Decoração,4,2,5,11,Premium
281,1032.81,2,25,Balneário Shopping,Feminino,Beleza e Bem-estar,1,2,4,7,Potencial
295,313.28,5,6,Nações Shopping,Feminino,Casa e Decoração,4,5,3,12,Premium
375,92.8,3,0,Garten Shopping,Feminino,Gastronomia,5,3,1,9,Potencial
382,581.82,8,3,Balneário Shopping,Feminino,Gastronomia,5,5,3,13,VIP
568,1263.76,4,13,Neumarkt Shopping,Feminino,Gastronomia,3,4,5,12,Premium
649,102.3,4,2,Continente Shopping,Masculino,Gastronomia,5,4,1,10,Premium
1007,614.5,1,20,Neumarkt Shopping,Feminino,Moda Feminina,2,1,3,6,Pontual
1115,233.16000000000003,2,25,Nações Shopping,Feminino,Moda,1,2,2,5,Pontual
1167,443.9,4,3,Nações Shopping,Feminino,Gastronomia,5,4,4,13,VIP
1533,580.9200000000001,2,11,Continente Shopping,Feminino,Gastronomia,3,2,4,9,Potencial
1697,85.17,2,3,Continente Shopping,Masculino,Beleza e Bem-estar,5,2,1,8,Potencial
1755,257.65,4,17,Garten Shopping,Masculino,Papelaria,3,4,2,9,Potencial
1832,68.92,1,9,Balneário Shopping,Feminino,Supermercado,4,1,1,6,Pontual
1896,73.69999999999999,2,17,Nações Shopping,Masculino,Gastronomia,3,2,1,6,Pontual
1916,239.8,1,3,Garten Shopping,Feminino,Moda,5,1,2,8,Potencial
2234,525.5,6,25,Neumarkt Shopping,Masculino,Gastronomia,2,5,3,10,Premium
2254,1019.26,3,4,Garten Shopping,Feminino,Moda,5,3,5,13,VIP
2374,6829.639999999999,29,2,Neumarkt Shopping,Masculino,Gastronomia,5,5,5,15,VIP
2518,1968.8,5,27,Neumarkt Shopping,Feminino,Moda,1,4,5,10,Premium
2588,143.9,2,14,Continente Shopping,Masculino,Gastronomia,3,2,2,7,Potencial
3053,3899.5,1,28,Continente Shopping,Masculino,Moda,1,1,5,7,Potencial
3405,639.5,13,17,Norte Shopping,Feminino,Gastronomia,3,5,4,12,Premium
3596,287.89,4,12,Garten Shopping,Feminino,Moda,4,4,3,11,Premium
3801,162.86,2,8,Garten Shopping,Feminino,Gastronomia,4,2,2,8,Potencial
