perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,164,592300.11,3611.586036585366,7.182926829268292,7.88,38.26
Premium,302,404669.54,1339.9653642384105,5.758278145695364,14.51,26.14
Potencial,416,294722.35,708.4671874999999,4.5673076923076925,19.99,19.04
Pontual,1199,256347.65,213.80120934111758,2.3869891576313593,57.62,16.56
