quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,4.0,1.0,126.9,Global
40%,11.0,2.0,297.22,Global
60%,18.0,3.0,549.8,Global
80%,24.0,5.0,1086.5,Global
