perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Premium;Balneário Shopping;Feminino;1;Zara;3326,5;19,54;20;10
Premium;Balneário Shopping;Feminino;2;Magazine Luiza;2933,9;17,23;1;1
Premium;Balneário Shopping;Feminino;3;Schutz;2639,0;15,5;4;4
Premium;Balneário Shopping;Feminino;4;Paris Cosméticos;1587,49;9,33;6;6
Premium;Balneário Shopping;Feminino;5;Centauro;1549,98;9,11;2;2
Premium;Balneário Shopping;Feminino;6;Granado;1396,5;8,2;3;3
Premium;Balneário Shopping;Feminino;7;Riachuelo;946,72;5,56;3;3
Premium;Balneário Shopping;Feminino;8;Madero;920,4;5,41;5;2
Premium;Balneário Shopping;Feminino;9;Kalunga;878,89;5,16;6;5
Premium;Balneário Shopping;Feminino;10;Diesel;844,0;4,96;1;1
Premium;Balneário Shopping;Masculino;1;Superlegal Brinquedos;3733,91;30,25;6;3
Premium;Balneário Shopping;Masculino;2;Kalunga;2261,8;18,32;3;2
Premium;Balneário Shopping;Masculino;3;Altenburg;1290,0;10,45;1;1
Premium;Balneário Shopping;Masculino;4;Centauro;1258,98;10,2;3;2
Premium;Balneário Shopping;Masculino;5;Renner;809,8;6,56;1;1
Premium;Balneário Shopping;Masculino;6;C&A;759,9300000000001;6,16;2;2
Premium;Balneário Shopping;Masculino;7;Colcci;668,5;5,42;1;1
Premium;Balneário Shopping;Masculino;8;Paris Cosméticos;583,97;4,73;2;2
Premium;Balneário Shopping;Masculino;9;Magic Feet;577,97;4,68;1;1
Premium;Balneário Shopping;Masculino;10;Kipling;399,0;3,23;1;1
Premium;Continente Shopping;Feminino;1;Nike Unite;4002,4500000000003;19,11;10;10
Premium;Continente Shopping;Feminino;2;Renner;3188,64;15,23;12;10
Premium;Continente Shopping;Feminino;3;Kalunga;2478,6099999999997;11,84;17;12
Premium;Continente Shopping;Feminino;4;Riachuelo;2412,6;11,52;10;8
Premium;Continente Shopping;Feminino;5;ADCOS;2123,7;10,14;2;2
Premium;Continente Shopping;Feminino;6;Empório du Homem ;1859,0;8,88;1;1
Premium;Continente Shopping;Feminino;7;Outback Steakhouse;1376,09;6,57;6;5
Premium;Continente Shopping;Feminino;8;Decathlon;1202,35;5,74;8;6
Premium;Continente Shopping;Feminino;9;Alô Bebê;1179,45;5,63;4;4
Premium;Continente Shopping;Feminino;10;C&A;1116,88;5,33;8;7
Premium;Continente Shopping;Masculino;1;Empório du Homem ;1201,0;22,87;1;1
Premium;Continente Shopping;Masculino;2;Renner;778,9;14,83;3;3
Premium;Continente Shopping;Masculino;3;Kalunga;602,49;11,47;3;2
Premium;Continente Shopping;Masculino;4;Centauro;469,96000000000004;8,95;2;2
Premium;Continente Shopping;Masculino;5;C&A;427,87;8,15;4;3
Premium;Continente Shopping;Masculino;6;Livrarias Catarinense;425,90000000000003;8,11;3;3
Premium;Continente Shopping;Masculino;7;Madero;360,14;6,86;2;2
Premium;Continente Shopping;Masculino;8;Riachuelo;338,5;6,45;4;3
Premium;Continente Shopping;Masculino;9;Swell Poke;325,0;6,19;4;1
Premium;Continente Shopping;Masculino;10;Outlet Suplementos;321,96999999999997;6,13;2;2
Premium;Garten Shopping;Feminino;1;IPLACE MOBILE;3854,99;22,15;1;1
Premium;Garten Shopping;Feminino;2;Centauro;2558,9300000000003;14,7;4;3
Premium;Garten Shopping;Feminino;3;Riachuelo;2026,8;11,65;9;7
Premium;Garten Shopping;Feminino;4;Renner;1814,63;10,43;15;14
Premium;Garten Shopping;Feminino;5;Farm;1540,3;8,85;1;1
Premium;Garten Shopping;Feminino;6;Idéli Oui;1454,96;8,36;2;1
Premium;Garten Shopping;Feminino;7;Camicado;1186,0;6,82;2;1
Premium;Garten Shopping;Feminino;8;Pittol;1035,38;5,95;5;4
Premium;Garten Shopping;Feminino;9;Reserva;998,0;5,74;1;1
Premium;Garten Shopping;Feminino;10;C&A;931,85;5,35;3;2
Premium;Garten Shopping;Masculino;1;Idéli Oui;3131,0;23,54;2;2
Premium;Garten Shopping;Masculino;2;Havan;2280,61;17,14;8;5
Premium;Garten Shopping;Masculino;3;Renner;1747,6999999999998;13,14;8;7
Premium;Garten Shopping;Masculino;4;C&A;1318,93;9,92;6;3
Premium;Garten Shopping;Masculino;5;Valenttina;1308,8;9,84;4;1
Premium;Garten Shopping;Masculino;6;Pittol;949,24;7,14;4;4
Premium;Garten Shopping;Masculino;7;Riachuelo;819,5999999999999;6,16;2;1
Premium;Garten Shopping;Masculino;8;Centauro;659,95;4,96;2;2
Premium;Garten Shopping;Masculino;9;Track&Field;589,7;4,43;2;2
Premium;Garten Shopping;Masculino;10;Superlegal;496,42;3,73;3;3
Premium;Nações Shopping;Feminino;1;Renner;1937,9;17,04;12;7
Premium;Nações Shopping;Feminino;2;Arezzo;1679,6;14,77;1;1
Premium;Nações Shopping;Feminino;3;Luz da Lua;1588,8;13,97;2;2
Premium;Nações Shopping;Feminino;4;Beagle;1581,92;13,91;1;1
Premium;Nações Shopping;Feminino;5;C&A;1055,88;9,28;4;2
Premium;Nações Shopping;Feminino;6;Colcci;905,12;7,96;2;2
Premium;Nações Shopping;Feminino;7;Fátima Papelaria;877,0;7,71;1;1
Premium;Nações Shopping;Feminino;8;BelShop;856,9;7,53;1;1
Premium;Nações Shopping;Feminino;9;MOTOROLA;467,45;4,11;2;1
Premium;Nações Shopping;Feminino;10;Avatim;424,0;3,73;3;3
Premium;Nações Shopping;Masculino;1;Cassol Centerlar;1999,0;64,89;1;1
Premium;Nações Shopping;Masculino;2;Centauro;359,96000000000004;11,68;2;2
Premium;Nações Shopping;Masculino;3;McDonald's;157,0;5,1;4;3
Premium;Nações Shopping;Masculino;4;Cobasi;133,91;4,35;1;1
Premium;Nações Shopping;Masculino;5;Fátima Papelaria;126,0;4,09;1;1
Premium;Nações Shopping;Masculino;6;Livraria Catarinense ;121,8;3,95;1;1
Premium;Nações Shopping;Masculino;7;Avatim;84,0;2,73;1;1
Premium;Nações Shopping;Masculino;8;C&A;79,98;2,6;1;1
Premium;Nações Shopping;Masculino;9;Ri Happy;19,0;0,62;1;1
Premium;Neumarkt Shopping;Feminino;1;Shoulder;4617,99;18,24;3;3
Premium;Neumarkt Shopping;Feminino;2;Renner;3741,2;14,78;19;13
Premium;Neumarkt Shopping;Feminino;3;Vivara;3550,0;14,02;1;1
Premium;Neumarkt Shopping;Feminino;4;Le Lis ;2419,7200000000003;9,56;2;1
Premium;Neumarkt Shopping;Feminino;5;Track & Field;2224,0;8,79;4;4
Premium;Neumarkt Shopping;Feminino;6;Havan;2024,53;8,0;10;9
Premium;Neumarkt Shopping;Feminino;7;GrandVision;2021,0;7,98;2;1
Premium;Neumarkt Shopping;Feminino;8;Cavezzale;1778,8;7,03;1;1
Premium;Neumarkt Shopping;Feminino;9;Kalunga;1632,04;6,45;15;11
Premium;Neumarkt Shopping;Feminino;10;Riachuelo;1303,92;5,15;11;11
Premium;Neumarkt Shopping;Masculino;1;Sandra Duwe;2793,0;24,73;1;1
Premium;Neumarkt Shopping;Masculino;2;Centauro;2125,91;18,82;7;5
Premium;Neumarkt Shopping;Masculino;3;JCanedo;2122,0;18,79;1;1
Premium;Neumarkt Shopping;Masculino;4;Renner;1035,7;9,17;5;4
Premium;Neumarkt Shopping;Masculino;5;Paquetá;699,99;6,2;1;1
Premium;Neumarkt Shopping;Masculino;6;Havan;599,89;5,31;2;2
Premium;Neumarkt Shopping;Masculino;7;Hering Store;529,97;4,69;2;1
Premium;Neumarkt Shopping;Masculino;8;Outback Steakhouse;526,4;4,66;1;1
Premium;Neumarkt Shopping;Masculino;9;Portus Padaria Artesanal;525,5;4,65;6;1
Premium;Neumarkt Shopping;Masculino;10;Cia do Homem;335,8;2,97;1;1
Premium;Norte Shopping;Feminino;1;Atacadão;1256,57;29,85;4;3
Premium;Norte Shopping;Feminino;2;Hering;899,95;21,38;3;2
Premium;Norte Shopping;Feminino;3;Pittol;839,6700000000001;19,95;3;3
Premium;Norte Shopping;Feminino;4;Havan;387,87;9,21;3;1
Premium;Norte Shopping;Feminino;5;O Boticário;172,8;4,1;1;1
Premium;Norte Shopping;Feminino;6;Renner;157,8;3,75;1;1
Premium;Norte Shopping;Feminino;7;Centauro;129,99;3,09;1;1
Premium;Norte Shopping;Feminino;8;Livrarias Catarinense;125,5;2,98;3;1
Premium;Norte Shopping;Feminino;9;Riachuelo;119,9;2,85;1;1
Premium;Norte Shopping;Feminino;10;Mc Donalds ;119,5;2,84;3;2
Premium;Norte Shopping;Masculino;1;Magazine Luiza;4759,0;40,86;1;1
Premium;Norte Shopping;Masculino;2;Vivara;3980,0;34,17;1;1
Premium;Norte Shopping;Masculino;3;Atacadão;1235,33;10,61;10;4
Premium;Norte Shopping;Masculino;4;Kalunga;450,78000000000003;3,87;5;2
Premium;Norte Shopping;Masculino;5;Beagle;371,98;3,19;1;1
Premium;Norte Shopping;Masculino;6;Toni Toys ;229,98000000000002;1,97;2;1
Premium;Norte Shopping;Masculino;7;Pittol;229,70000000000002;1,97;3;3
Premium;Norte Shopping;Masculino;8;Burger King;207,4;1,78;3;2
Premium;Norte Shopping;Masculino;9;Lojas Americanas;94,94999999999999;0,82;2;2
Premium;Norte Shopping;Masculino;10;O Boticário;87,9;0,75;1;1
VIP;Balneário Shopping;Feminino;1;Zara;34652,25;29,83;85;56
VIP;Balneário Shopping;Feminino;2;Renner;15682,2;13,5;54;38
VIP;Balneário Shopping;Feminino;3;Sephora;10719,3;9,23;18;17
VIP;Balneário Shopping;Feminino;4;Centauro;9589,55;8,25;28;25
VIP;Balneário Shopping;Feminino;5;Souq ;9366,0;8,06;7;6
VIP;Balneário Shopping;Feminino;6;Vivara;8997,72;7,75;7;7
VIP;Balneário Shopping;Feminino;7;Vivo;8199,0;7,06;1;1
VIP;Balneário Shopping;Feminino;8;Schutz;7024,0;6,05;11;10
VIP;Balneário Shopping;Feminino;9;Outback Steakhouse;6177,31;5,32;26;18
VIP;Balneário Shopping;Feminino;10;C&A;5767,23;4,96;25;19
VIP;Balneário Shopping;Masculino;1;iPlace Mobile;8598,0;23,27;2;1
VIP;Balneário Shopping;Masculino;2;Zara;8483,25;22,96;22;11
VIP;Balneário Shopping;Masculino;3;L'Occitane En Provence;5016,4;13,58;6;3
VIP;Balneário Shopping;Masculino;4;Vivo;3799,0;10,28;1;1
VIP;Balneário Shopping;Masculino;5;Centauro;2608,92;7,06;5;4
VIP;Balneário Shopping;Masculino;6;Jorge Bischoff;2347,0;6,35;1;1
VIP;Balneário Shopping;Masculino;7;Boiko;2150,0;5,82;1;1
VIP;Balneário Shopping;Masculino;8;Livrarias Catarinense;1426,02;3,86;4;4
VIP;Balneário Shopping;Masculino;9;Sephora;1337,5;3,62;2;2
VIP;Balneário Shopping;Masculino;10;Ponto Frio ;1177,0;3,19;3;1
VIP;Continente Shopping;Feminino;1;Renner;7229,5;13,28;37;29
VIP;Continente Shopping;Feminino;2;Jorge Bischoff;6476,1;11,9;5;5
VIP;Continente Shopping;Feminino;3;Kalunga;6294,72;11,57;42;33
VIP;Continente Shopping;Feminino;4;Vivara;5900,0;10,84;1;1
VIP;Continente Shopping;Feminino;5;C&A;5646,31;10,37;23;19
VIP;Continente Shopping;Feminino;6;Turcambio;5467,0;10,05;3;1
VIP;Continente Shopping;Feminino;7;Centauro;5401,62;9,92;19;15
VIP;Continente Shopping;Feminino;8;Nike Unite;4434,75;8,15;12;10
VIP;Continente Shopping;Feminino;9;Studio Z;3914,14;7,19;13;10
VIP;Continente Shopping;Feminino;10;Decathlon;3660,64;6,73;21;17
VIP;Continente Shopping;Masculino;1;Samsung;10352,0;22,85;2;1
VIP;Continente Shopping;Masculino;2;iPlace Mobile;9565,1;21,11;1;1
VIP;Continente Shopping;Masculino;3;Vivo;7197,0;15,88;3;2
VIP;Continente Shopping;Masculino;4;Claro;4795,0;10,58;1;1
VIP;Continente Shopping;Masculino;5;Brooksfield;3899,5;8,61;1;1
VIP;Continente Shopping;Masculino;6;Vivara;3090,0;6,82;1;1
VIP;Continente Shopping;Masculino;7;GAMELAS E PANELLA'S;2031,1;4,48;23;5
VIP;Continente Shopping;Masculino;8;Kalunga;1616,8;3,57;13;8
VIP;Continente Shopping;Masculino;9;Decathlon;1471,82;3,25;7;7
VIP;Continente Shopping;Masculino;10;Nike Unite;1289,92;2,85;5;3
VIP;Garten Shopping;Feminino;1;Renner;11051,6;20,98;48;37
VIP;Garten Shopping;Feminino;2;Brooksfield;7090,6;13,46;3;2
VIP;Garten Shopping;Feminino;3;Idéli Oui;6052,0;11,49;11;10
VIP;Garten Shopping;Feminino;4;Havan;4994,82;9,48;20;14
VIP;Garten Shopping;Feminino;5;IPLACE MOBILE;4758,0;9,03;2;2
VIP;Garten Shopping;Feminino;6;Hering;4425,64;8,4;15;13
VIP;Garten Shopping;Feminino;7;Live!;4305,71;8,17;8;8
VIP;Garten Shopping;Feminino;8;Centauro;3924,76;7,45;12;12
VIP;Garten Shopping;Feminino;9;Riachuelo;3343,59;6,35;23;19
VIP;Garten Shopping;Feminino;10;Le Lis Blanc;2733,52;5,19;4;3
VIP;Garten Shopping;Masculino;1;Makenji;2164,64;15,0;3;3
VIP;Garten Shopping;Masculino;2;Adidas;1999,92;13,86;2;2
VIP;Garten Shopping;Masculino;3;Renner;1939,2;13,44;9;6
VIP;Garten Shopping;Masculino;4;Centauro;1739,8400000000001;12,06;6;5
VIP;Garten Shopping;Masculino;5;Levi's;1418,95;9,83;2;2
VIP;Garten Shopping;Masculino;6;Kalunga;1250,42;8,66;7;6
VIP;Garten Shopping;Masculino;7;Life Vivara;1170,0;8,11;1;1
VIP;Garten Shopping;Masculino;8;Pandora;1009,0;6,99;1;1
VIP;Garten Shopping;Masculino;9;Havan;894,76;6,2;6;6
VIP;Garten Shopping;Masculino;10;Idéli Oui;845,0;5,86;1;1
VIP;Nações Shopping;Feminino;1;Cassol Centerlar;7083,81;23,33;5;3
VIP;Nações Shopping;Feminino;2;Calvin Klein e Tommy Hilfiger;6200,0;20,42;1;1
VIP;Nações Shopping;Feminino;3;Renner;4402,2;14,5;15;13
VIP;Nações Shopping;Feminino;4;Luz da Lua;2868,6000000000004;9,45;3;3
VIP;Nações Shopping;Feminino;5;Békko;1813,3000000000002;5,97;2;2
VIP;Nações Shopping;Feminino;6;FATIMA ESPORTES;1739,95;5,73;1;1
VIP;Nações Shopping;Feminino;7;Centauro;1618,8600000000001;5,33;6;5
VIP;Nações Shopping;Feminino;8;Cia.Marítima;1570,0;5,17;1;1
VIP;Nações Shopping;Feminino;9;Empório Du Homem;1549,0;5,1;1;1
VIP;Nações Shopping;Feminino;10;Cobasi;1513,26;4,98;10;9
VIP;Nações Shopping;Masculino;1;Cassol Centerlar;5720,3;26,7;4;3
VIP;Nações Shopping;Masculino;2;Colcci;2946,0;13,75;5;3
VIP;Nações Shopping;Masculino;3;Kings ;2700,0;12,6;1;1
VIP;Nações Shopping;Masculino;4;Békko;2425,94;11,32;4;2
VIP;Nações Shopping;Masculino;5;Riachuelo;2421,92;11,3;5;5
VIP;Nações Shopping;Masculino;6;Cason;1250,0;5,83;1;1
VIP;Nações Shopping;Masculino;7;Youcom;1109,3000000000002;5,18;3;3
VIP;Nações Shopping;Masculino;8;Renner;984,6;4,6;3;2
VIP;Nações Shopping;Masculino;9;Pittol;944,52;4,41;1;1
VIP;Nações Shopping;Masculino;10;Damyller;923,2;4,31;2;2
VIP;Neumarkt Shopping;Feminino;1;Renner;15849,74;20,12;80;64
VIP;Neumarkt Shopping;Feminino;2;LIVE!;10230,04;12,98;14;11
VIP;Neumarkt Shopping;Feminino;3;Cobasi;9060,57;11,5;38;22
VIP;Neumarkt Shopping;Feminino;4;Shoulder;7747,49;9,83;13;11
VIP;Neumarkt Shopping;Feminino;5;Kalunga;6368,31;8,08;61;43
VIP;Neumarkt Shopping;Feminino;6;Centauro;6367,58;8,08;28;22
VIP;Neumarkt Shopping;Feminino;7;Riachuelo;6263,3;7,95;28;24
VIP;Neumarkt Shopping;Feminino;8;Victor Hugo;6025,0;7,65;3;3
VIP;Neumarkt Shopping;Feminino;9;Le Lis ;5463,18;6,93;9;5
VIP;Neumarkt Shopping;Feminino;10;Hering Store;5409,4;6,87;13;12
