faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),25,27779.55,4.258943781942079
Gen X (1965-1980),135,137256.38,22.998296422487225
Gen Z (1997-2012),86,39202.29,14.65076660988075
Millennials (1981-1996),340,236674.77,57.921635434412266
Silent (antes 1946),1,228.39,0.17035775127768313
