dia_semana,valor,transacoes
Domingo,88825.68000000001,374
Quarta,81154.92,223
Quinta,44224.6,169
Sabado,58592.270000000004,259
Segunda,73079.37,272
Sexta,31027.36,129
Terca,64237.18,281
