dia_semana,valor,transacoes
Domingo,1587592.5,3862
Quarta,683986.41,1984
Quinta,1230067.93,2976
Sabado,1209370.79,3034
Segunda,556725.64,1517
Sexta,1121293.15,2710
Terca,325142.97,1050
