genero,qtd_clientes,valor_total,pct_clientes
Feminino,2555,2605563.84,67.36092802530979
Masculino,1233,1162588.74,32.50725019773267
Nao Informado,1,48.0,0.02636435539151068
Outro,4,1036.26,0.10545742156604272
