faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),49,33117.7,5.953827460510328
25-39 (Millennials),366,252651.3,44.471445929526126
40-54 (Gen X),335,352149.68,40.704738760631834
55-69 (Boomers),67,48008.87,8.140947752126367
70+ (Silent),4,1167.47,0.48602673147023084
Nao Informado,2,74.75,0.24301336573511542
