loja,valor,clientes
Renner,53795.24,173
Colcci,46206.87,35
Fátima Papelaria,33688.85,79
Samsung,33062.92,9
Luz da Lua,31973.97,49
Riachuelo,31251.27,113
Centauro,28880.96,73
Cassol Centerlar,28626.39,57
C&A,28361.05,122
Exclusiva Colchões,15548.0,3
Livraria Catarinense ,15399.86,111
Empório Du Homem,14638.9,8
Beagle,14190.01,34
Damyller,13678.2,17
Youcom,13501.9,34
Acuo,13392.35,48
Cobasi,13202.18,87
Békko,12452.08,20
Arezzo,11354.56,24
BelShop,11032.06,65
