perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,422,1644326.48,3896.5082464454977,8.883886255924171,10.01,44.43
Premium,675,924141.96,1369.0991999999999,5.92,16.01,24.97
Potencial,956,680181.41,711.4868305439331,4.066945606694561,22.67,18.38
Pontual,2164,451961.27,208.85456099815158,2.2421441774491684,51.32,12.21
