perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,2255,41305139.75,18317.135144124168,5.29490022172949,53.47,91.95
Premium,603,2211669.37,3667.7767330016586,2.9071310116086235,14.3,4.92
Potencial,619,1042630.49,1684.3788206785136,2.3408723747980615,14.68,2.32
Pontual,740,362628.75,490.03885135135135,1.8148648648648649,17.55,0.81
