quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,1.0,1.0,134.01600000000002,Global
40%,3.0,2.0,349.784,Global
60%,7.0,3.0,636.4299999999998,Global
80%,17.0,5.0,1214.8280000000007,Global
