cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
152,274.01,4,20,Garten Shopping,Feminino,Gastronomia,1,4,2,7,Potencial
168,1697.71,9,6,Continente Shopping,Feminino,Gastronomia,3,5,5,13,VIP
195,119.97,1,11,Continente Shopping,Feminino,Moda,2,1,1,4,Pontual
259,1548.97,4,8,Neumarkt Shopping,Masculino,Beleza e Bem-estar,2,3,5,10,Premium
266,3544.3,13,0,Norte Shopping,Feminino,Papelaria,5,5,5,15,VIP
272,4229.15,8,22,Norte Shopping,Feminino,Calçados,1,5,5,11,Premium
277,40.38,1,15,Neumarkt Shopping,Feminino,Pets,2,1,1,4,Pontual
375,631.99,9,0,Garten Shopping,Feminino,Gastronomia,5,5,4,14,VIP
568,1351.1,16,3,Neumarkt Shopping,Feminino,Gastronomia,4,5,5,14,VIP
607,1478.8,2,17,Balneário Shopping,Feminino,Moda,1,2,4,7,Potencial
611,1755.1,4,0,Balneário Shopping,Feminino,Calçados,5,4,5,14,VIP
617,338.89,2,16,Garten Shopping,Feminino,Casa e Decoração,2,2,3,7,Potencial
649,597.99,10,11,Continente Shopping,Masculino,Gastronomia,2,5,3,10,Premium
713,210.15,7,0,Nações Shopping,Feminino,Gastronomia,5,5,2,12,Premium
736,412.76,3,17,Neumarkt Shopping,Masculino,Gastronomia,1,3,3,7,Potencial
752,4214.71,33,4,Neumarkt Shopping,Masculino,Gastronomia,3,5,5,13,VIP
769,819.8,2,19,Balneário Shopping,Feminino,Presentes e Acessórios,1,2,3,6,Pontual
770,406.7,4,9,Norte Shopping,Masculino,Supermercado,3,4,3,10,Premium
901,192.0,2,12,Garten Shopping,Feminino,Calçados,2,2,2,6,Pontual
986,530.44,6,17,Nações Shopping,Feminino,Eletrodomésticos,2,5,4,11,Premium
988,20.0,1,0,Norte Shopping,Masculino,Serviços,5,1,1,7,Potencial
1007,399.0,1,2,Neumarkt Shopping,Feminino,Moda Feminina,4,1,3,8,Potencial
1035,2105.4,4,25,Neumarkt Shopping,Feminino,Moda,1,3,5,9,Potencial
1144,615.9,3,3,Neumarkt Shopping,Masculino,Beleza e Bem-estar,4,3,3,10,Premium
1167,58.0,2,25,Nações Shopping,Feminino,Gastronomia,1,3,1,5,Pontual
1213,101.49,2,22,Continente Shopping,Feminino,Eletrodomésticos,1,2,1,4,Pontual
1303,702.66,2,4,Nações Shopping,Feminino,Gastronomia,3,3,4,10,Premium
1391,422.98,3,25,Nações Shopping,Feminino,Gastronomia,1,4,3,8,Potencial
1427,213.98,3,25,Continente Shopping,Feminino,Gastronomia,1,3,2,6,Pontual
1449,379.8,1,10,Garten Shopping,Masculino,Moda,3,1,3,7,Potencial
1533,20.0,1,5,Continente Shopping,Feminino,Serviços,3,1,1,5,Pontual
1941,35.36,1,17,Nações Shopping,Feminino,Casa e Decoração,2,1,1,4,Pontual
2091,394.79,3,11,Nações Shopping,Masculino,Calçados,2,4,3,9,Potencial
2213,3063.3900000000003,6,1,Norte Shopping,Masculino,Gastronomia,5,4,5,14,VIP
2254,70.55,2,26,Garten Shopping,Feminino,Gastronomia,1,2,1,4,Pontual
2374,11379.619999999999,31,2,Balneário Shopping,Masculino,Moda,4,5,5,14,VIP
2440,10.0,1,0,Nações Shopping,Masculino,Serviços,5,1,1,7,Potencial
2588,2395.2799999999997,4,2,Continente Shopping,Masculino,Moda,4,4,5,13,VIP
2600,1411.47,5,12,Garten Shopping,Feminino,Calçados,2,4,5,11,Premium
2643,2398.21,7,1,Nações Shopping,Feminino,Gastronomia,5,5,5,15,VIP
2685,1799.57,5,1,Garten Shopping,Masculino,Moda,5,4,5,14,VIP
2714,1111.76,2,2,Nações Shopping,Feminino,Esportes,5,3,5,13,VIP
2720,10.0,1,1,Nações Shopping,Feminino,Serviços,5,1,1,7,Potencial
2934,477.98,2,3,Norte Shopping,Masculino,Esportes,4,2,3,9,Potencial
2945,179.7,3,26,Garten Shopping,Feminino,Gastronomia,1,3,2,6,Pontual
2955,2137.96,5,13,Neumarkt Shopping,Feminino,Livrarias,2,4,5,11,Premium
2987,319.97,1,0,Balneário Shopping,Feminino,Moda,5,1,2,8,Potencial
3019,93.88000000000001,2,10,Nações Shopping,Masculino,Eletrodomésticos,2,3,1,6,Pontual
3107,207.25,4,1,Balneário Shopping,Feminino,Calçados,5,4,1,10,Premium
3184,1877.62,11,5,Neumarkt Shopping,Feminino,Beleza e Bem-estar,3,5,5,13,VIP
3307,416.33,3,11,Norte Shopping,Feminino,Eletrodomésticos,3,3,3,9,Potencial
3428,92.74,4,27,Nações Shopping,Feminino,Gastronomia,1,4,1,6,Pontual
3439,24.0,1,3,Neumarkt Shopping,Masculino,Serviços,4,1,1,6,Pontual
3582,743.37,12,2,Continente Shopping,Feminino,Gastronomia,4,5,4,13,VIP
3596,77.84,3,26,Garten Shopping,Feminino,Kids,1,3,1,5,Pontual
3738,39.46,1,10,Balneário Shopping,Feminino,Supermercado,2,1,1,4,Pontual
3826,220.59,5,12,Nações Shopping,Feminino,Gastronomia,2,5,2,9,Potencial
3828,76.7,1,15,Norte Shopping,Feminino,Gastronomia,2,1,2,5,Pontual
3964,569.2900000000001,4,0,Neumarkt Shopping,Feminino,Beleza e Bem-estar,5,3,3,11,Premium
3992,512.88,8,3,Garten Shopping,Masculino,Gastronomia,4,5,3,12,Premium
4094,1586.0,2,17,Nações Shopping,Feminino,Calçados,2,3,5,10,Premium
4141,379.74,2,8,Continente Shopping,Feminino,Gastronomia,2,2,3,7,Potencial
4290,49.0,1,23,Neumarkt Shopping,Feminino,Gastronomia,1,1,1,3,Pontual
4292,883.8,7,5,Neumarkt Shopping,Masculino,Moda,3,4,4,11,Premium
4322,3305.92,11,3,Nações Shopping,Masculino,Gastronomia,4,5,5,14,VIP
4362,14.0,1,6,Garten Shopping,Masculino,Serviços,3,1,1,5,Pontual
4449,1738.81,16,6,Continente Shopping,Feminino,Gastronomia,3,5,5,13,VIP
4466,22.0,1,4,Neumarkt Shopping,Feminino,Serviços,3,1,1,5,Pontual
4569,829.6,1,4,Nações Shopping,Masculino,Moda,3,1,4,8,Potencial
4623,2165.9500000000003,25,6,Neumarkt Shopping,Feminino,Gastronomia,3,5,5,13,VIP
4624,259.86,3,20,Nações Shopping,Feminino,Calçados,1,4,2,7,Potencial
4646,85.59,1,0,Neumarkt Shopping,Feminino,Gastronomia,5,1,1,7,Potencial
4682,712.11,14,5,Nações Shopping,Feminino,Gastronomia,3,5,4,12,Premium
4683,194.85,2,16,Continente Shopping,Feminino,Gastronomia,2,2,2,6,Pontual
4698,32.0,2,2,Neumarkt Shopping,Feminino,Serviços,4,2,1,7,Potencial
4725,162.3,1,8,Neumarkt Shopping,Feminino,Casa e Decoração,2,1,2,5,Pontual
4881,137.9,2,4,Garten Shopping,Feminino,Moda,4,2,2,8,Potencial
4892,1247.77,3,6,Continente Shopping,Masculino,Moda,3,3,5,11,Premium
5097,1158.03,12,1,Neumarkt Shopping,Feminino,Gastronomia,5,5,4,14,VIP
5123,332.46999999999997,4,22,Continente Shopping,Feminino,Esportes,1,4,2,7,Potencial
5131,143.99,2,24,Continente Shopping,Feminino,Calçados,1,2,2,5,Pontual
5134,159.7,1,4,Continente Shopping,Feminino,Moda,3,1,2,6,Pontual
5322,689.3599999999999,3,26,Neumarkt Shopping,Feminino,Moda,1,3,4,8,Potencial
5529,902.28,14,0,Neumarkt Shopping,Feminino,Gastronomia,5,5,4,14,VIP
5740,70.5,2,12,Continente Shopping,Feminino,Gastronomia,2,2,1,5,Pontual
5920,143.0,1,1,Neumarkt Shopping,Masculino,Gastronomia,4,1,2,7,Potencial
6058,3325.77,39,1,Neumarkt Shopping,Feminino,Gastronomia,4,5,5,14,VIP
6194,290.9,2,4,Continente Shopping,Feminino,Lazer,3,2,2,7,Potencial
6380,46.989999999999995,2,24,Neumarkt Shopping,Masculino,Casa e Decoração,1,2,1,4,Pontual
6706,459.5,1,21,Neumarkt Shopping,Feminino,Moda,1,1,3,5,Pontual
7640,926.28,5,13,Nações Shopping,Feminino,Moda,2,5,5,12,Premium
7676,40.85,1,7,Continente Shopping,Feminino,Eletrodomésticos,3,1,1,5,Pontual
7789,477.96,5,22,Continente Shopping,Masculino,Gastronomia,1,4,3,8,Potencial
7909,1045.08,1,4,Nações Shopping,Masculino,Infantil,3,1,5,9,Potencial
7928,529.97,1,19,Nações Shopping,Feminino,Moda,1,1,4,6,Pontual
7934,22.0,1,3,Neumarkt Shopping,Masculino,Serviços,4,1,1,6,Pontual
8001,4082.43,27,4,Neumarkt Shopping,Feminino,Gastronomia,3,5,5,13,VIP
8271,302.62,2,1,Norte Shopping,Feminino,Beleza e Bem-estar,5,2,3,10,Premium
8694,345.42,10,14,Neumarkt Shopping,Masculino,Gastronomia,2,5,2,9,Potencial
8723,89.89,1,5,Neumarkt Shopping,Masculino,Moda,3,1,1,5,Pontual
8859,241.95,3,15,Continente Shopping,Feminino,Gastronomia,2,3,2,7,Potencial
8892,4313.0,5,23,Balneário Shopping,Feminino,Beleza e Bem-estar,1,4,5,10,Premium
8920,192.0,4,23,Nações Shopping,Feminino,Gastronomia,1,4,2,7,Potencial
9000,1472.1499999999999,8,3,Neumarkt Shopping,Feminino,Beleza e Bem-estar,4,5,5,14,VIP
9032,95.9,2,10,Norte Shopping,Feminino,Gastronomia,3,2,2,7,Potencial
9129,7044.02,42,4,Continente Shopping,Masculino,Gastronomia,3,5,5,13,VIP
9191,1706.83,7,26,Norte Shopping,Feminino,Esportes,1,5,5,11,Premium
9260,682.6,8,4,Continente Shopping,Feminino,Eletrodomésticos,3,5,4,12,Premium
9273,214.96999999999997,3,3,Nações Shopping,Feminino,Moda,4,4,2,10,Premium
9426,156.5,1,0,Neumarkt Shopping,Masculino,Moda,5,1,2,8,Potencial
9489,1375.54,3,4,Neumarkt Shopping,Feminino,Calçados,3,3,5,11,Premium
9497,635.05,5,0,Neumarkt Shopping,Feminino,Gastronomia,5,4,3,12,Premium
9550,39.6,1,9,Garten Shopping,Masculino,Gastronomia,3,1,1,5,Pontual
9898,16.0,1,3,Nações Shopping,Masculino,Serviços,4,1,1,6,Pontual
9998,41.5,1,18,Nações Shopping,Feminino,Gastronomia,1,1,1,3,Pontual
10059,1035.37,8,11,Neumarkt Shopping,Feminino,Gastronomia,2,5,4,11,Premium
10061,27.8,1,18,Neumarkt Shopping,Masculino,Gastronomia,1,1,1,3,Pontual
10618,27.9,2,1,Continente Shopping,Feminino,Gastronomia,5,2,1,8,Potencial
10801,386.12,1,0,Nações Shopping,Masculino,Pets,5,1,3,9,Potencial
10853,35.0,1,5,Balneário Shopping,Feminino,Serviços,3,1,1,5,Pontual
10858,580.97,2,4,Norte Shopping,Feminino,Moda,4,2,4,10,Premium
10913,109.98,1,28,Garten Shopping,Feminino,Infantil,1,1,2,4,Pontual
11021,555.3,2,4,Nações Shopping,Feminino,Moda,3,3,4,10,Premium
11256,14.0,1,1,Norte Shopping,Feminino,Serviços,5,1,1,7,Potencial
11272,124.47999999999999,4,10,Neumarkt Shopping,Masculino,Gastronomia,2,3,1,6,Pontual
11563,7569.85,25,3,Neumarkt Shopping,Masculino,Gastronomia,4,5,5,14,VIP
11610,188.2,3,13,Neumarkt Shopping,Masculino,Gastronomia,2,3,2,7,Potencial
11803,182.25,6,4,Continente Shopping,Feminino,Gastronomia,3,5,2,10,Premium
11958,776.51,3,0,Nações Shopping,Feminino,Casa e Decoração,5,4,4,13,VIP
12023,1494.64,14,1,Balneário Shopping,Masculino,Gastronomia,5,5,4,14,VIP
12382,16.0,1,4,Nações Shopping,Feminino,Serviços,3,1,1,5,Pontual
12547,16.0,1,5,Neumarkt Shopping,Masculino,Serviços,3,1,1,5,Pontual
12621,10.0,1,1,Nações Shopping,Feminino,Serviços,5,1,1,7,Potencial
12681,299.78999999999996,3,26,Neumarkt Shopping,Feminino,Calçados,1,3,2,6,Pontual
12709,729.72,1,20,Nações Shopping,Feminino,Moda,1,1,4,6,Pontual
12714,639.01,14,3,Nações Shopping,Masculino,Gastronomia,4,5,4,13,VIP
12838,1061.6299999999999,8,23,Garten Shopping,Feminino,Moda,1,5,5,11,Premium
12970,139.82999999999998,2,28,Neumarkt Shopping,Feminino,Beleza e Bem-estar,1,2,2,5,Pontual
13291,3990.58,13,3,Continente Shopping,Masculino,Gastronomia,4,5,5,14,VIP
13330,943.46,16,2,Neumarkt Shopping,Feminino,Gastronomia,4,5,4,13,VIP
13379,339.0,1,8,Neumarkt Shopping,Masculino,Casa e Decoração,2,1,2,5,Pontual
13452,890.0500000000001,2,4,Neumarkt Shopping,Feminino,Esportes,3,2,4,9,Potencial
13457,212.69,5,0,Continente Shopping,Masculino,Gastronomia,5,4,2,11,Premium
13564,1565.73,3,10,Garten Shopping,Masculino,Moda,3,3,5,11,Premium
13698,554.96,1,25,Neumarkt Shopping,Masculino,Pets,1,1,3,5,Pontual
13715,91.58000000000001,2,13,Balneário Shopping,Feminino,Gastronomia,2,2,1,5,Pontual
13824,308.87,9,1,Neumarkt Shopping,Feminino,Gastronomia,4,5,2,11,Premium
13983,139.0,1,29,Balneário Shopping,Feminino,Presentes e Acessórios,1,1,1,3,Pontual
14277,36.0,2,4,Garten Shopping,Masculino,Serviços,4,2,1,7,Potencial
14344,674.83,3,4,Continente Shopping,Feminino,Gastronomia,3,3,4,10,Premium
14376,131.87,3,17,Nações Shopping,Masculino,Gastronomia,2,4,2,8,Potencial
14393,488.9,2,17,Garten Shopping,Masculino,Moda,2,2,3,7,Potencial
14488,739.85,1,3,Nações Shopping,Feminino,Moda,4,1,4,9,Potencial
14544,371.5,3,4,Garten Shopping,Feminino,Moda,4,3,3,10,Premium
14560,1455.63,9,9,Garten Shopping,Feminino,Gastronomia,3,5,5,13,VIP
14661,2121.88,5,0,Continente Shopping,Feminino,Beleza e Bem-estar,5,4,5,14,VIP
14722,253.72,5,25,Garten Shopping,Feminino,Casa e Decoração,1,4,2,7,Potencial
14792,22.0,1,4,Neumarkt Shopping,Masculino,Serviços,3,1,1,5,Pontual
14815,608.58,3,14,Garten Shopping,Feminino,Calçados,2,3,4,9,Potencial
14820,768.1,2,3,Garten Shopping,Feminino,Calçados,4,2,4,10,Premium
15107,136.0,1,3,Neumarkt Shopping,Masculino,Gastronomia,4,1,1,6,Pontual
15202,92.3,4,13,Neumarkt Shopping,Masculino,Gastronomia,2,3,1,6,Pontual
15309,315.23,8,6,Garten Shopping,Feminino,Gastronomia,3,5,3,11,Premium
15320,20.0,1,3,Continente Shopping,Feminino,Serviços,4,1,1,6,Pontual
15397,957.0,3,19,Neumarkt Shopping,Feminino,Moda,1,3,4,8,Potencial
15429,267.96,3,26,Garten Shopping,Feminino,Casa e Decoração,1,3,2,6,Pontual
15432,10.0,1,22,Balneário Shopping,Masculino,Supermercado,1,1,1,3,Pontual
15570,47.87,2,19,Continente Shopping,Feminino,Eletrodomésticos,1,2,1,4,Pontual
15571,169.99,1,10,Nações Shopping,Feminino,Moda,2,1,2,5,Pontual
15599,905.82,7,13,Garten Shopping,Feminino,Gastronomia,2,5,4,11,Premium
15737,223.19,4,15,Continente Shopping,Feminino,Gastronomia,2,4,2,8,Potencial
15816,12.0,1,18,Nações Shopping,Masculino,Casa e Decoração,1,1,1,3,Pontual
15869,509.88,3,3,Neumarkt Shopping,Feminino,Calçados,4,3,3,10,Premium
16234,829.4,2,13,Neumarkt Shopping,Feminino,Gastronomia,2,2,4,8,Potencial
