perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,541,1216713.36,10.020332717190389,4.356746765249538,4.648798521256932,4.66728280961183,13.6728280961183,2249.008059149723,12.83,32.88
Premium,1393,1708907.16,4.734386216798277,3.379038047379756,3.7142857142857144,3.8334529791816223,10.926776740847092,1226.781880832735,33.03,46.18
Potencial,1335,637370.87,2.3715355805243448,2.8734082397003746,2.597003745318352,2.5430711610486894,8.013483146067415,477.43136329588015,31.66,17.22
Pontual,948,137619.73,1.3744725738396624,1.8512658227848102,1.5727848101265822,1.4630801687763713,4.887130801687764,145.16849156118144,22.48,3.72
