loja,valor,clientes
Renner,47397.5,133
Riachuelo,25492.43,73
Vivara ,22889.72,7
Havan,22763.6,77
C&A,17248.670000000002,59
Idéli Oui,16125.130000000001,24
Damyller,14312.4,12
Bergerson,13454.59,3
Levi's,12235.15,22
IPLACE MOBILE,11730.0,1
Centauro,11613.25,38
Polo Wear,10551.64,17
Coliseu,9926.65,3
Pittol,9910.87,32
Kalunga,8625.89,73
Hering,8183.21,28
Arezzo,7679.32,11
Panvel Farmácias,7521.36,45
Brooksfield,7461.88,6
Lindt,7412.15,35
