quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,2.0,1.0,266.626,Global
40%,7.0,2.0,628.512,Global
60%,11.0,3.0,871.032,Global
80%,16.0,5.0,1397.5,Global
