perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,640,2214480.27,3460.125421875,4.34375,10.84,37.08
Premium,1346,1863832.56,1384.7195839524518,4.816493313521545,22.79,31.21
Potencial,2011,1480469.56,736.1857583291895,3.196916956737941,34.06,24.79
Pontual,1908,412588.04,216.2411111111111,2.50104821802935,32.31,6.91
