shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Pontual,1,Moda,3226.4900000000002,48.81,13,8
Balneário Shopping,Pontual,2,Gastronomia,1085.02,16.41,18,14
Balneário Shopping,Pontual,3,Esportes,669.98,10.13,2,2
Balneário Shopping,Pontual,4,Calçados,507.38,7.68,5,2
Balneário Shopping,Pontual,5,Presentes e Acessórios,390.0,5.9,2,2
Balneário Shopping,Pontual,6,Beleza e Bem-estar,254.7,3.85,4,4
Balneário Shopping,Pontual,7,Livrarias,185.9,2.81,2,2
Balneário Shopping,Pontual,8,Supermercado,147.32,2.23,5,4
Balneário Shopping,Pontual,9,Infantil,74.0,1.12,1,1
Balneário Shopping,Pontual,10,Serviços,70.0,1.06,3,3
Balneário Shopping,Potencial,1,Moda,6466.8,64.66,18,14
Balneário Shopping,Potencial,2,Gastronomia,1244.22,12.44,22,11
Balneário Shopping,Potencial,3,Presentes e Acessórios,561.29,5.61,2,2
Balneário Shopping,Potencial,4,Supermercado,342.71000000000004,3.43,4,4
Balneário Shopping,Potencial,5,Calçados,305.96000000000004,3.06,3,2
Balneário Shopping,Potencial,6,Livrarias,270.0,2.7,4,4
Balneário Shopping,Potencial,7,Esportes,259.0,2.59,1,1
Balneário Shopping,Potencial,8,Beleza e Bem-estar,231.8,2.32,6,5
Balneário Shopping,Potencial,9,Papelaria,205.2,2.05,4,2
Balneário Shopping,Potencial,10,Infantil,113.88999999999999,1.14,3,2
Balneário Shopping,Premium,1,Moda,8974.9,37.52,34,18
Balneário Shopping,Premium,2,Joalheria,3842.0,16.06,3,2
Balneário Shopping,Premium,3,Telefonia,3557.0,14.87,1,1
Balneário Shopping,Premium,4,Beleza e Bem-estar,2297.76,9.61,9,8
Balneário Shopping,Premium,5,Gastronomia,1744.05,7.29,20,12
Balneário Shopping,Premium,6,Presentes e Acessórios,1004.7,4.2,4,3
Balneário Shopping,Premium,7,Moda Feminina,809.8,3.39,1,1
Balneário Shopping,Premium,8,Calçados,795.69,3.33,4,4
Balneário Shopping,Premium,9,Infantil,574.78,2.4,3,3
Balneário Shopping,Premium,10,Esportes,319.96,1.34,2,2
Balneário Shopping,VIP,1,Moda,185288.51,43.87,436,206
Balneário Shopping,VIP,2,Beleza e Bem-estar,38807.86,9.19,157,103
Balneário Shopping,VIP,3,Moda Feminina,36652.38,8.68,28,20
Balneário Shopping,VIP,4,Joalheria,31948.3,7.56,17,17
Balneário Shopping,VIP,5,Gastronomia,28581.46,6.77,395,149
Balneário Shopping,VIP,6,Ótica,27731.4,6.57,11,10
Balneário Shopping,VIP,7,Infantil,24515.09,5.8,85,56
Balneário Shopping,VIP,8,Calçados,18169.77,4.3,46,39
Balneário Shopping,VIP,9,Esportes,15886.12,3.76,39,29
Balneário Shopping,VIP,10,Casa e Decoração,14807.29,3.51,36,25
Continente Shopping,Pontual,1,Moda,1184.32,29.16,9,7
Continente Shopping,Pontual,2,Gastronomia,1037.5,25.55,23,15
Continente Shopping,Pontual,3,Esportes,519.9300000000001,12.8,3,3
Continente Shopping,Pontual,4,Eletrodomésticos,301.57,7.43,6,5
Continente Shopping,Pontual,5,Livrarias,286.12,7.05,2,1
Continente Shopping,Pontual,6,Beleza e Bem-estar,236.55,5.82,3,3
Continente Shopping,Pontual,7,Farmácias,221.0,5.44,2,2
Continente Shopping,Pontual,8,Infantil,129.0,3.18,1,1
Continente Shopping,Pontual,9,Papelaria,78.1,1.92,3,3
Continente Shopping,Pontual,10,Calçados,66.98,1.65,2,2
Continente Shopping,Potencial,1,Moda,7205.75,42.95,34,20
Continente Shopping,Potencial,2,Gastronomia,3442.44,20.52,62,20
Continente Shopping,Potencial,3,Presentes e Acessórios,1095.0,6.53,1,1
Continente Shopping,Potencial,4,Calçados,1042.55,6.21,10,9
Continente Shopping,Potencial,5,Joalheria,1010.0,6.02,1,1
Continente Shopping,Potencial,6,Beleza e Bem-estar,913.34,5.44,8,7
Continente Shopping,Potencial,7,Eletrodomésticos,777.4499999999999,4.63,24,7
Continente Shopping,Potencial,8,Esportes,597.94,3.56,4,4
Continente Shopping,Potencial,9,Moda Feminina,380.89,2.27,2,2
Continente Shopping,Potencial,10,Infantil,309.99,1.85,2,2
Continente Shopping,Premium,1,Esportes,9183.02,24.92,19,13
Continente Shopping,Premium,2,Moda,8512.23,23.1,38,21
Continente Shopping,Premium,3,Gastronomia,6444.33,17.49,112,34
Continente Shopping,Premium,4,Telefonia,4599.0,12.48,1,1
Continente Shopping,Premium,5,Eletrodomésticos,3424.36,9.29,21,12
Continente Shopping,Premium,6,Beleza e Bem-estar,1424.46,3.87,16,11
Continente Shopping,Premium,7,Calçados,1235.8,3.35,8,8
Continente Shopping,Premium,8,Pets,779.03,2.11,7,7
Continente Shopping,Premium,9,Ótica,650.0,1.76,1,1
Continente Shopping,Premium,10,Farmácias,594.0999999999999,1.61,8,7
Continente Shopping,VIP,1,Moda,78046.62,29.43,274,139
Continente Shopping,VIP,2,Gastronomia,44528.29,16.79,914,207
Continente Shopping,VIP,3,Eletrônicos,29299.0,11.05,28,5
Continente Shopping,VIP,4,Telefonia,26506.08,10.0,12,8
Continente Shopping,VIP,5,Esportes,19193.86,7.24,57,42
Continente Shopping,VIP,6,Calçados,16616.02,6.27,53,45
Continente Shopping,VIP,7,Beleza e Bem-estar,15646.54,5.9,107,78
Continente Shopping,VIP,8,Infantil,13892.19,5.24,54,47
Continente Shopping,VIP,9,Serviços,11188.0,4.22,14,9
Continente Shopping,VIP,10,Joalheria,10239.32,3.86,11,10
Garten Shopping,Pontual,1,Moda,3818.4700000000003,37.83,25,18
Garten Shopping,Pontual,2,Gastronomia,2093.37,20.74,54,32
Garten Shopping,Pontual,3,Casa e Decoração,1183.69,11.73,9,9
Garten Shopping,Pontual,4,Calçados,1069.9,10.6,5,5
Garten Shopping,Pontual,5,Esportes,606.3,6.01,2,2
Garten Shopping,Pontual,6,Beleza e Bem-estar,452.9,4.49,3,3
Garten Shopping,Pontual,7,Presentes e Acessórios,269.0,2.66,3,3
Garten Shopping,Pontual,8,Pets,242.64,2.4,2,2
Garten Shopping,Pontual,9,Farmácias,188.91,1.87,5,5
Garten Shopping,Pontual,10,Livrarias,168.9,1.67,3,2
Garten Shopping,Potencial,1,Moda,9321.69,49.39,32,27
Garten Shopping,Potencial,2,Gastronomia,2876.22,15.24,59,31
Garten Shopping,Potencial,3,Ótica,2029.78,10.76,2,2
Garten Shopping,Potencial,4,Casa e Decoração,1441.4,7.64,10,10
Garten Shopping,Potencial,5,Infantil,1085.85,5.75,9,6
Garten Shopping,Potencial,6,Esportes,589.9100000000001,3.13,2,2
Garten Shopping,Potencial,7,Pets,564.38,2.99,5,5
Garten Shopping,Potencial,8,Beleza e Bem-estar,419.86,2.22,4,4
Garten Shopping,Potencial,9,Eletrodomésticos,338.9,1.8,1,1
Garten Shopping,Potencial,10,Presentes e Acessórios,204.9,1.09,2,2
Garten Shopping,Premium,1,Moda,14535.44,49.37,48,31
Garten Shopping,Premium,2,Ótica,2679.7799999999997,9.1,3,2
Garten Shopping,Premium,3,Gastronomia,2368.43,8.04,50,27
Garten Shopping,Premium,4,Casa e Decoração,2050.5,6.96,10,8
Garten Shopping,Premium,5,Beleza e Bem-estar,1831.6,6.22,7,6
Garten Shopping,Premium,6,Calçados,1748.63,5.94,7,7
Garten Shopping,Premium,7,Esportes,1319.9,4.48,4,4
Garten Shopping,Premium,8,Infantil,1284.54,4.36,8,6
Garten Shopping,Premium,9,Farmácias,851.49,2.89,7,7
Garten Shopping,Premium,10,Pets,774.3399999999999,2.63,7,5
Garten Shopping,VIP,1,Moda,103965.02,43.04,380,183
Garten Shopping,VIP,2,Gastronomia,34632.65,14.34,665,181
Garten Shopping,VIP,3,Casa e Decoração,19843.48,8.22,72,49
Garten Shopping,VIP,4,Esportes,16190.17,6.7,54,45
Garten Shopping,VIP,5,Calçados,15918.59,6.59,56,47
Garten Shopping,VIP,6,Beleza e Bem-estar,13908.54,5.76,46,37
Garten Shopping,VIP,7,Ótica,11369.5,4.71,10,10
Garten Shopping,VIP,8,Moda Feminina,10243.279999999999,4.24,8,7
Garten Shopping,VIP,9,Telefonia,7743.14,3.21,9,8
Garten Shopping,VIP,10,Joalheria,7726.5,3.2,12,11
Nações Shopping,Pontual,1,Moda,169045.46,43.84,471,356
Nações Shopping,Pontual,2,Casa e Decoração,38503.26,9.98,133,107
Nações Shopping,Pontual,3,Beleza e Bem-estar,34283.72,8.89,152,116
Nações Shopping,Pontual,4,Gastronomia,34153.64,8.86,713,180
Nações Shopping,Pontual,5,Esportes,27139.74,7.04,64,61
Nações Shopping,Pontual,6,Calçados,26281.55,6.82,85,76
Nações Shopping,Pontual,7,Calçados Femininos,18512.829999999998,4.8,30,30
Nações Shopping,Pontual,8,Infantil,13154.28,3.41,64,48
Nações Shopping,Pontual,9,Joalheria,12350.35,3.2,23,23
Nações Shopping,Pontual,10,Pets,12205.720000000001,3.17,73,69
Nações Shopping,Potencial,1,Moda,250069.34,40.36,508,321
Nações Shopping,Potencial,2,Gastronomia,79496.1,12.83,1186,163
Nações Shopping,Potencial,3,Casa e Decoração,59263.03,9.56,106,81
Nações Shopping,Potencial,4,Calçados Femininos,44483.71,7.18,49,48
Nações Shopping,Potencial,5,Calçados,43327.24,6.99,103,80
Nações Shopping,Potencial,6,Esportes,41959.83,6.77,71,62
Nações Shopping,Potencial,7,Beleza e Bem-estar,36668.45,5.92,126,103
Nações Shopping,Potencial,8,Presentes e Acessórios,25152.739999999998,4.06,81,27
Nações Shopping,Potencial,9,Eletrônicos,22681.0,3.66,11,11
Nações Shopping,Potencial,10,Joalheria,16519.44,2.67,23,21
Nações Shopping,Premium,1,Moda,122742.01,34.5,190,122
Nações Shopping,Premium,2,Eletrônicos,52940.0,14.88,19,18
Nações Shopping,Premium,3,Casa e Decoração,45789.6,12.87,52,40
Nações Shopping,Premium,4,Joalheria,40570.09,11.4,18,17
Nações Shopping,Premium,5,Calçados Femininos,26995.81,7.59,24,23
Nações Shopping,Premium,6,Gastronomia,25236.26,7.09,337,57
Nações Shopping,Premium,7,Beleza e Bem-estar,19104.22,5.37,62,48
Nações Shopping,Premium,8,Esportes,8647.65,2.43,19,16
Nações Shopping,Premium,9,Calçados,7408.17,2.08,23,21
Nações Shopping,Premium,10,Infantil,6308.02,1.77,20,17
Nações Shopping,VIP,1,Moda,129741.55,34.28,262,146
Nações Shopping,VIP,2,Joalheria,76673.53,20.26,24,17
Nações Shopping,VIP,3,Eletrônicos,41034.01,10.84,6,6
Nações Shopping,VIP,4,Gastronomia,29304.34,7.74,402,103
Nações Shopping,VIP,5,Casa e Decoração,26860.75,7.1,68,46
Nações Shopping,VIP,6,Calçados Femininos,22055.32,5.83,22,19
Nações Shopping,VIP,7,Beleza e Bem-estar,17546.489999999998,4.64,71,50
Nações Shopping,VIP,8,Calçados,15942.21,4.21,41,32
Nações Shopping,VIP,9,Pets,10257.66,2.71,47,36
Nações Shopping,VIP,10,Esportes,9086.710000000001,2.4,21,20
Neumarkt Shopping,Pontual,1,Moda,1061.92,21.49,7,6
Neumarkt Shopping,Pontual,2,Calçados,1035.96,20.97,8,8
Neumarkt Shopping,Pontual,3,Gastronomia,821.42,16.62,21,14
Neumarkt Shopping,Pontual,4,Casa e Decoração,520.9300000000001,10.54,3,3
Neumarkt Shopping,Pontual,5,Esportes,509.97,10.32,1,1
Neumarkt Shopping,Pontual,6,Livrarias,253.5,5.13,3,3
Neumarkt Shopping,Pontual,7,Beleza e Bem-estar,239.68,4.85,2,2
Neumarkt Shopping,Pontual,8,Serviços,184.8,3.74,2,1
Neumarkt Shopping,Pontual,9,Pets,168.1,3.4,2,2
Neumarkt Shopping,Pontual,10,Eletrodomésticos,144.85,2.93,4,4
Neumarkt Shopping,Potencial,1,Moda,5686.45,43.87,15,10
