dia_semana,valor,transacoes
Domingo,3835786.72,8212
Quarta,1150803.62,2513
Quinta,2464062.43,4440
Sabado,2914992.38,6175
Segunda,1980001.37,3778
Sexta,2655844.7,4993
Terca,1575549.75,3053
