cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
152,637.0699999999999,11,7,Garten Shopping,Feminino,Gastronomia,2,5,4,11,Premium
164,21.9,1,9,Nações Shopping,Feminino,Gastronomia,2,1,1,4,Pontual
168,1044.36,19,4,Continente Shopping,Feminino,Gastronomia,2,5,4,11,Premium
169,4942.04,29,0,Continente Shopping,Masculino,Gastronomia,5,5,5,15,VIP
170,1566.9,2,9,Nações Shopping,Masculino,Moda,2,2,5,9,Potencial
234,87.97999999999999,2,1,Neumarkt Shopping,Feminino,Farmácias,5,2,1,8,Potencial
266,1624.62,10,6,Norte Shopping,Feminino,Papelaria,2,5,5,12,Premium
272,424.19,6,0,Norte Shopping,Feminino,Eletrodomésticos,5,5,3,13,VIP
281,178.05,1,9,Balneário Shopping,Feminino,Gastronomia,2,1,1,4,Pontual
375,442.2,11,0,Garten Shopping,Feminino,Gastronomia,5,5,3,13,VIP
382,976.56,5,25,Balneário Shopping,Feminino,Moda,1,5,4,10,Premium
424,197.64999999999998,3,20,Continente Shopping,Masculino,Gastronomia,1,3,1,5,Pontual
568,1928.78,12,0,Neumarkt Shopping,Feminino,Gastronomia,5,5,5,15,VIP
610,1248.76,17,4,Neumarkt Shopping,Masculino,Gastronomia,2,5,4,11,Premium
617,79.9,1,27,Garten Shopping,Feminino,Gastronomia,1,1,1,3,Pontual
649,29.9,1,27,Continente Shopping,Masculino,Gastronomia,1,1,1,3,Pontual
827,791.01,2,16,Continente Shopping,Masculino,Gastronomia,1,2,4,7,Potencial
1007,1971.0,1,3,Neumarkt Shopping,Feminino,Moda Feminina,3,1,5,9,Potencial
1178,959.0,4,0,Neumarkt Shopping,Feminino,Gastronomia,5,4,4,13,VIP
1533,1071.57,4,8,Continente Shopping,Feminino,Casa e Decoração,2,4,4,10,Premium
1755,474.89,6,1,Garten Shopping,Masculino,Moda,5,5,3,13,VIP
2035,1378.7,4,14,Garten Shopping,Masculino,Gastronomia,1,4,5,10,Premium
2131,3447.96,5,9,Neumarkt Shopping,Masculino,Moda,2,4,5,11,Premium
2234,909.03,13,14,Neumarkt Shopping,Masculino,Gastronomia,1,5,4,10,Premium
2358,1160.33,2,2,Nações Shopping,Feminino,Calçados Femininos,4,2,5,11,Premium
2374,5168.57,27,3,Neumarkt Shopping,Masculino,Gastronomia,3,5,5,13,VIP
2487,639.71,3,1,Neumarkt Shopping,Feminino,Moda,5,3,3,11,Premium
2945,208.46,3,4,Garten Shopping,Feminino,Gastronomia,3,3,2,8,Potencial
2987,2678.98,3,3,Balneário Shopping,Feminino,Moda,3,3,5,11,Premium
3307,208.89000000000001,3,14,Norte Shopping,Feminino,Beleza e Bem-estar,1,3,2,6,Pontual
3596,64.7,3,22,Garten Shopping,Feminino,Gastronomia,1,3,1,5,Pontual
3696,836.78,11,3,Nações Shopping,Feminino,Gastronomia,3,5,4,12,Premium
3828,321.16999999999996,7,9,Neumarkt Shopping,Feminino,Gastronomia,2,5,2,9,Potencial
3895,399.0,1,0,Neumarkt Shopping,Feminino,Moda,5,1,2,8,Potencial
3992,130.0,3,2,Garten Shopping,Masculino,Gastronomia,4,3,1,8,Potencial
4141,1133.54,8,1,Continente Shopping,Feminino,Gastronomia,5,5,4,14,VIP
4362,2248.19,8,2,Garten Shopping,Masculino,Gastronomia,4,5,5,14,VIP
4445,119.98,2,9,Norte Shopping,Feminino,Esportes,2,2,1,5,Pontual
4623,2254.76,25,1,Neumarkt Shopping,Feminino,Gastronomia,5,5,5,15,VIP
4682,194.54,4,1,Nações Shopping,Feminino,Gastronomia,5,4,2,11,Premium
4892,1098.34,5,16,Continente Shopping,Masculino,Calçados,1,4,4,9,Potencial
5010,99.97,1,27,Norte Shopping,Feminino,Casa e Decoração,1,1,1,3,Pontual
5097,2804.0,16,3,Neumarkt Shopping,Feminino,Gastronomia,3,5,5,13,VIP
5114,371.96999999999997,4,7,Nações Shopping,Feminino,Esportes,2,4,2,8,Potencial
5266,719.1,1,23,Continente Shopping,Masculino,Moda,1,1,3,5,Pontual
5322,986.9300000000001,9,22,Neumarkt Shopping,Feminino,Moda,1,5,4,10,Premium
5410,170.32999999999998,5,17,Continente Shopping,Feminino,Casa e Decoração,1,4,1,6,Pontual
5562,359.9,1,2,Continente Shopping,Feminino,Calçados,4,1,2,7,Potencial
5685,461.84999999999997,4,28,Continente Shopping,Feminino,Gastronomia,1,4,3,8,Potencial
5737,59.9,1,22,Nações Shopping,Masculino,Moda,1,1,1,3,Pontual
5852,295.4,3,24,Continente Shopping,Feminino,Casa e Decoração,1,3,2,6,Pontual
5923,57.2,1,2,Continente Shopping,Feminino,Gastronomia,4,1,1,6,Pontual
6122,243.7,3,9,Norte Shopping,Masculino,Gastronomia,2,3,2,7,Potencial
6152,162.72,2,3,Nações Shopping,Feminino,Livrarias,3,2,2,7,Potencial
6194,696.04,5,9,Continente Shopping,Feminino,Beleza e Bem-estar,2,4,3,9,Potencial
6499,180.89,4,2,Neumarkt Shopping,Feminino,Gastronomia,4,4,1,9,Potencial
6652,429.78,3,3,Norte Shopping,Masculino,Esportes,3,3,3,9,Potencial
6706,965.85,4,9,Neumarkt Shopping,Feminino,Moda,2,4,4,10,Premium
7400,1459.0,2,10,Neumarkt Shopping,Masculino,Telefonia,2,2,5,9,Potencial
7640,569.66,2,12,Nações Shopping,Feminino,Esportes,2,2,3,7,Potencial
7789,2429.86,3,21,Continente Shopping,Masculino,Beleza e Bem-estar,1,3,5,9,Potencial
7885,1655.99,1,2,Nações Shopping,Masculino,Esportes,4,1,5,10,Premium
7928,379.86,2,10,Nações Shopping,Feminino,Moda,2,2,3,7,Potencial
8001,1660.51,14,1,Neumarkt Shopping,Feminino,Gastronomia,5,5,5,15,VIP
8198,1726.97,4,3,Nações Shopping,Masculino,Gastronomia,3,4,5,12,Premium
8723,220.0,1,17,Neumarkt Shopping,Masculino,Joalheria,1,1,1,3,Pontual
8849,793.44,3,1,Nações Shopping,Feminino,Beleza e Bem-estar,5,4,4,13,VIP
8859,5221.780000000001,14,0,Continente Shopping,Feminino,Moda,5,5,5,15,VIP
8920,997.8,3,13,Nações Shopping,Feminino,Beleza e Bem-estar,1,4,4,9,Potencial
8935,579.9200000000001,2,2,Continente Shopping,Feminino,Calçados,4,2,3,9,Potencial
9000,434.19,4,28,Neumarkt Shopping,Feminino,Gastronomia,1,4,2,7,Potencial
9129,711.84,20,0,Continente Shopping,Masculino,Gastronomia,5,5,3,13,VIP
9497,1188.0,14,6,Neumarkt Shopping,Feminino,Gastronomia,2,5,4,11,Premium
9627,121.0,2,3,Nações Shopping,Feminino,Gastronomia,3,2,1,6,Pontual
10059,2629.38,13,3,Neumarkt Shopping,Feminino,Moda,3,5,5,13,VIP
10061,241.0,1,4,Neumarkt Shopping,Masculino,Pets,2,1,2,5,Pontual
10401,79.99,1,27,Nações Shopping,Feminino,Esportes,1,1,1,3,Pontual
10618,268.1,7,7,Continente Shopping,Feminino,Gastronomia,2,5,2,9,Potencial
10858,1121.58,7,11,Norte Shopping,Feminino,Esportes,1,5,5,11,Premium
11272,9.5,1,2,Neumarkt Shopping,Masculino,Gastronomia,4,1,1,6,Pontual
11610,787.64,4,10,Neumarkt Shopping,Masculino,Moda,2,4,4,10,Premium
11803,912.9300000000001,12,2,Continente Shopping,Feminino,Gastronomia,4,5,4,13,VIP
11861,349.99,1,2,Continente Shopping,Feminino,Infantil,4,1,2,7,Potencial
11916,2435.63,16,0,Neumarkt Shopping,Feminino,Gastronomia,5,5,5,15,VIP
12387,414.28,9,2,Continente Shopping,Feminino,Gastronomia,4,5,3,12,Premium
12681,2054.7200000000003,18,0,Neumarkt Shopping,Feminino,Gastronomia,5,5,5,15,VIP
12771,90.0,1,26,Continente Shopping,Masculino,Gastronomia,1,1,1,3,Pontual
12838,144.09,1,2,Garten Shopping,Feminino,Gastronomia,4,1,1,6,Pontual
12970,409.95000000000005,2,4,Neumarkt Shopping,Feminino,Beleza e Bem-estar,2,2,2,6,Pontual
13330,3986.5,19,2,Neumarkt Shopping,Feminino,Gastronomia,4,5,5,14,VIP
13439,151.71,1,27,Continente Shopping,Feminino,Esportes,1,1,1,3,Pontual
13457,35.5,2,0,Continente Shopping,Masculino,Gastronomia,5,2,1,8,Potencial
13824,1167.24,25,1,Neumarkt Shopping,Feminino,Gastronomia,5,5,4,14,VIP
13948,445.36,5,1,Balneário Shopping,Masculino,Gastronomia,5,5,2,12,Premium
14344,680.4100000000001,8,15,Continente Shopping,Feminino,Gastronomia,1,5,3,9,Potencial
14350,199.99,1,17,Neumarkt Shopping,Masculino,Esportes,1,1,1,3,Pontual
14376,317.36,6,17,Nações Shopping,Masculino,Gastronomia,1,5,2,8,Potencial
14435,370.05,3,2,Neumarkt Shopping,Masculino,Casa e Decoração,4,3,2,9,Potencial
14592,108.85,2,22,Norte Shopping,Masculino,Gastronomia,1,2,1,4,Pontual
14691,963.15,11,0,Garten Shopping,Feminino,Moda,5,5,5,15,VIP
14816,609.37,2,21,Garten Shopping,Feminino,Moda,1,2,4,7,Potencial
14984,719.5,3,14,Nações Shopping,Feminino,Moda,1,4,4,9,Potencial
15162,163.1,1,2,Balneário Shopping,Feminino,Livrarias,4,1,1,6,Pontual
15193,696.5,1,2,Balneário Shopping,Masculino,Moda,4,1,3,8,Potencial
15429,499.57,4,2,Garten Shopping,Feminino,Casa e Decoração,4,4,3,11,Premium
15722,1550.38,3,0,Balneário Shopping,Feminino,Infantil,5,3,4,12,Premium
15737,3249.37,23,0,Continente Shopping,Feminino,Gastronomia,5,5,5,15,VIP
15775,11113.47,3,16,Balneário Shopping,Feminino,Farmácias,1,3,5,9,Potencial
16385,768.0,4,3,Neumarkt Shopping,Masculino,Beleza e Bem-estar,3,4,3,10,Premium
16558,269.6,1,1,Neumarkt Shopping,Masculino,Moda,5,1,2,8,Potencial
16856,480.0,1,3,Neumarkt Shopping,Masculino,Joalheria,3,1,3,7,Potencial
17176,717.9,2,9,Balneário Shopping,Feminino,Eletrônicos,2,2,3,7,Potencial
17395,509.77000000000004,2,3,Balneário Shopping,Masculino,Beleza e Bem-estar,3,2,2,7,Potencial
17796,78.98,1,13,Continente Shopping,Masculino,Gastronomia,1,1,1,3,Pontual
17907,1060.66,7,4,Continente Shopping,Feminino,Moda,2,5,4,11,Premium
18433,777.0,1,2,Balneário Shopping,Masculino,Moda,4,1,3,8,Potencial
18484,1286.37,9,0,Continente Shopping,Feminino,Gastronomia,5,5,4,14,VIP
18497,574.47,4,4,Neumarkt Shopping,Feminino,Calçados,2,4,3,9,Potencial
