faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),896.3303703703704,890.4963725490196,722.5,809.1
25-39 (Millennials),1027.0200501432664,1095.3609953488374,843.4625,1410.3116666666667
40-54 (Gen X),1231.6209659945832,1289.4725170583777,1526.855,469.97
55-69 (Boomers),1211.3504907306433,1399.3105722070843,0.0,0.0
70+ (Silent),992.276,1829.7992592592593,0.0,0.0
Nao Informado,599.266,220.33333333333334,2077.4466666666667,0.0
