shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Continente Shopping,CS,11452,2296,2409046.45,1049.2362587108014,42.21132897603486,2426.9900000000002,230
Balneário Shopping,BS,8681,2104,3004610.5300000003,1428.0468298479088,42.970504281636536,3318.7250000000004,211
Neumarkt Shopping,NK,10377,2422,2618171.73,1080.995759702725,44.15200330441966,2527.760000000002,243
Norte Shopping,NR,3367,892,838916.6099999999,940.4894730941703,41.16197975253093,2147.024,90
Garten Shopping,GS,9998,2368,2530788.6799999997,1068.7452195945946,41.959830866807614,2313.1530000000016,237
Nações Shopping,NS,3292,823,687169.77,834.9571931956258,39.51522533495737,1833.6040000000012,83
