faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),290411.04,90830.63,722.5,809.1
25-39 (Millennials),2867439.98,1177513.07,3373.85,8461.87
40-54 (Gen X),4092676.47,1700814.25,3053.71,469.97
55-69 (Boomers),1110808.4,513546.98,0.0,0.0
70+ (Silent),119073.12,98809.16,0.0,0.0
Nao Informado,2996.33,661.0,6232.34,0.0
