Metrica,High Spenders,Demais Clientes
Qtd Clientes,1042.0,9377.0
Valor Total (R$),5199085.34,6889618.43
Ticket Medio (R$),4989.52527831094,734.7358888770395
Freq Media Compras,10.602687140115163,3.8518716007251785
Idade Media,43.323401557688825,42.03504543439716
% Feminino,69.57773512476008,72.04862962567985
% Masculino,30.038387715930902,27.80206889196971
