dia_semana,valor,transacoes
Domingo,440275.6,1400
Quarta,332402.26,906
Quinta,297269.27,818
Sabado,634720.64,1706
Segunda,243770.23,701
Sexta,440178.16,1112
Terca,215077.78,599
