genero,qtd_clientes,valor_total,pct_clientes
Feminino,1765,1862239.75,72.87365813377374
Masculino,653,750791.3,26.96118909991742
Nao Informado,1,946.98,0.041288191577208914
Outro,3,4193.7,0.12386457473162675
