loja,valor,clientes
Renner,184398.54,555
Vivara,107166.07,59
Havan,102025.53,337
Kalunga,75071.88,398
Centauro,75004.89,234
Victor Hugo,74241.47,31
Shoulder,73755.02,99
Riachuelo,70676.64,308
Le Lis ,69085.99,57
Cia do Homem,59615.74,75
Livrarias Catarinense,59590.44,363
iPlace Mobile,58895.39,18
Brooksfield,54982.54,42
Cobasi,51786.61,186
Ri Happy,51264.39,200
Swarovski,45480.8,20
Hering Store,44771.96,159
JCanedo,43334.16,56
Damyller,42465.2,53
FARM,41350.43,60
