faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),13,11935.880000000001,1.5990159901599015
Gen X (1965-1980),158,138478.04,19.43419434194342
Gen Z (1997-2012),178,110626.69,21.894218942189422
Millennials (1981-1996),463,324027.37,56.94956949569495
Silent (antes 1946),1,953.0,0.12300123001230012
