loja,valor,clientes
Vivara ,302586.4,100
Renner,211656.46,605
Brooksfield,183364.96,76
Centauro,146787.97,336
Havan,141516.48,441
CVC,130106.96,12
Riachuelo,114766.65,365
C&A,103855.35,322
Hering,99792.03,262
Levi's,98872.17,151
Pittol,89306.24,275
Shoulder,88144.66,65
Maze Skate,78871.6,70
Vivo,77194.7,17
Makenji,76117.91,90
Samsung,69689.01,23
Idéli Oui,68446.73,111
Le Lis Blanc,65884.97,39
Adidas,62276.63,100
Damyller,58724.0,63
