shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Continente Shopping,CS,2154,401,260736.59,650.2159351620948,38.0225,1520.93,41
Balneário Shopping,BS,1164,313,329682.13,1053.2975399361023,40.208333333333336,2526.360000000001,32
Neumarkt Shopping,NK,1513,358,260816.95,728.538966480447,41.159217877094974,1843.5620000000004,36
Norte Shopping,NR,630,160,90154.67,563.4666875,38.65822784810127,1260.7949999999998,16
Garten Shopping,GS,1032,262,189115.63,721.8153816793894,37.38167938931298,1606.7910000000004,27
Nações Shopping,NS,573,155,87518.57,564.635935483871,36.44516129032258,1244.1199999999997,16
