Metrica,High Spenders,Demais Clientes
Qtd Clientes,158.0,1419.0
Valor Total (R$),503917.88,714106.6599999999
Ticket Medio (R$),3189.353670886076,503.24641296687804
Freq Media Compras,9.5,3.9217758985200843
Idade Media,42.551632245169884,38.97391617197338
% Feminino,77.21518987341773,73.7138830162086
% Masculino,22.151898734177212,26.004228329809724
