faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),1063920.5,609810.27,0.0,459.97
Gen X (1965-1980),4583746.7,1786467.21,0.0,2089.05
Gen Z (1997-2012),1482139.6300000001,660621.45,0.0,6520.04
Millennials (1981-1996),7165750.48,3040358.23,0.0,2627.0
Nao Informado,84.95,108.0,78.0,0.0
Silent (antes 1946),57294.020000000004,8246.25,0.0,0.0
