faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),859.3459110473457,817.2712903225806,0.0,730.6066666666667
25-39 (Millennials),1047.9879292214357,1008.1184247171454,0.0,993.6028571428571
40-54 (Gen X),1275.2497038815527,1111.8914754098362,0.0,2089.05
55-69 (Boomers),1359.619940784604,1132.3586912751678,0.0,0.0
70+ (Silent),1733.229014778325,4034.9704597701148,0.0,459.97
Nao Informado,928.182,66.95,39.0,0.0
