sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
CS,Gen Z (1997-2012),509,13.419456894278936,462394.35
CS,Gen X (1965-1980),1072,28.262588979699448,1133967.81
CS,Millennials (1981-1996),2015,53.124176113894016,1983806.8199999998
CS,Boomers (1946-1964),191,5.035591879778539,185223.75
CS,Nao Informado,2,0.05272871078302136,132.95
CS,Silent (antes 1946),4,0.10545742156604272,3711.16
BS,Millennials (1981-1996),2249,49.38515590689504,3317865.86
BS,Gen X (1965-1980),1349,29.622310057092665,2164548.88
BS,Gen Z (1997-2012),606,13.306982872200262,634722.5599999999
BS,Boomers (1946-1964),336,7.378129117259552,579869.26
BS,Nao Informado,1,0.021958717610891524,30.0
BS,Silent (antes 1946),13,0.2854633289415898,17142.829999999998
NK,Millennials (1981-1996),1674,47.51632131705932,1604247.79
NK,Gen Z (1997-2012),376,10.672722111836503,302326.37
NK,Gen X (1965-1980),1141,32.38717002554641,1372549.31
NK,Boomers (1946-1964),320,9.08316775475447,349417.93
NK,Silent (antes 1946),12,0.34061879080329266,37566.090000000004
NR,Millennials (1981-1996),961,54.079909960607765,730298.52
NR,Gen Z (1997-2012),269,15.137872819358469,212669.15000000002
NR,Gen X (1965-1980),473,26.617895329206526,448951.19000000006
NR,Boomers (1946-1964),72,4.051772650534609,81576.45
NR,Silent (antes 1946),2,0.11254924029262803,2501.26
GS,Millennials (1981-1996),1720,53.98618957940992,1855221.6899999997
GS,Gen Z (1997-2012),426,13.370998116760829,388225.42
GS,Gen X (1965-1980),877,27.526679221594474,923634.77
GS,Boomers (1946-1964),159,4.990583804143126,444179.92999999993
GS,Nao Informado,1,0.031387319522912745,108.0
GS,Silent (antes 1946),3,0.09416195856873823,2333.93
NS,Gen X (1965-1980),359,22.451532207629768,328651.0
NS,Millennials (1981-1996),903,56.47279549718574,717295.03
NS,Gen Z (1997-2012),285,17.823639774859288,148943.27
NS,Boomers (1946-1964),50,3.1269543464665412,33923.42
NS,Silent (antes 1946),2,0.12507817385866166,2285.0
