shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Continente Shopping,CS,18894,3793,3769236.84,993.7349960453466,40.71605916534601,2219.934,380
Balneário Shopping,BS,17133,4554,6714179.39,1474.347692138779,41.853031634446396,3332.3279999999995,456
Neumarkt Shopping,NK,16584,3523,3666107.49,1040.6209168322453,43.24531516183986,2297.784000000002,353
Norte Shopping,NR,6706,1777,1475996.57,830.6114631401239,40.06527855936972,1888.8799999999999,178
Garten Shopping,GS,13700,3186,3613703.74,1134.244739485248,40.71630537229029,2269.35,319
Nações Shopping,NS,6176,1599,1231097.7200000002,769.91727329581,38.670632435817154,1749.4300000000003,160
