sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,2555,67.36092802530979,2605563.84
BS,Masculino,1233,32.50725019773267,1162588.7400000002
BS,Outro,4,0.10545742156604272,1036.26
BS,Nao Informado,1,0.02636435539151068,48.0
CS,Feminino,3269,71.7830478700044,5002186.279999999
CS,Masculino,1284,28.19499341238472,1711963.1099999999
CS,Nao Informado,1,0.021958717610891524,30.0
NK,Masculino,1084,30.76923076923077,1036591.6399999999
NK,Feminino,2435,69.1172296338348,2625535.3499999996
NK,Outro,4,0.11353959693443089,3980.500000000001
GS,Masculino,622,35.002813731007315,512068.49
GS,Feminino,1151,64.77208778840743,960122.1
GS,Outro,4,0.22509848058525606,3805.9800000000005
NR,Feminino,2200,69.05210295040803,2332017.15
NR,Masculino,983,30.853735091023225,1278813.27
NR,Outro,3,0.09416195856873823,2873.32
NS,Feminino,1087,67.97998749218262,827511.5599999999
NS,Masculino,512,32.020012507817384,403586.16000000003
