faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),697,310,0,3
25-39 (Millennials),4945,2298,0,7
40-54 (Gen X),4998,2257,0,1
55-69 (Boomers),1351,596,0,0
70+ (Silent),203,87,0,1
Nao Informado,10,2,2,0
