Metrica,High Spenders,Demais Clientes
Qtd Clientes,1777.0,15991.0
Valor Total (R$),9574243.29,10896078.459999999
Ticket Medio (R$),5387.869043331457,681.3881846038396
Freq Media Compras,11.486775464265616,3.675880182602714
Idade Media,43.13732118361748,41.05440114457011
% Feminino,71.13111986494091,68.41348258395348
% Masculino,28.812605514912775,31.505221687199047
