dia_semana,valor,transacoes
Domingo,1632979.3,5171
Quarta,593861.22,1592
Quinta,646874.06,2062
Sabado,1257238.56,4130
Segunda,651581.97,1885
Sexta,863582.54,2412
Terca,502617.88,1518
