dia_semana,valor,transacoes
Domingo,4132600.25,14222
Quarta,2704982.35,8474
Quinta,3260283.07,9897
Sabado,3973965.56,13040
Segunda,4340975.35,13513
Sexta,3210621.68,10119
Terca,3766885.03,10763
