dia_semana,valor,transacoes
Domingo,757216.27,3540
Quarta,394327.2,1959
Quinta,692839.13,3041
Sabado,771635.01,4010
Segunda,289981.18,1822
Sexta,680188.0,3157
Terca,183050.05,1365
