faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),13,6236.63,1.5643802647412757
Gen X (1965-1980),134,122542.55,16.125150421179303
Gen Z (1997-2012),202,119031.5,24.30806257521059
Millennials (1981-1996),481,251797.62,57.88206979542719
Nao Informado,1,513.9,0.12033694344163659
