genero,qtd_clientes,valor_total,pct_clientes
Feminino,590,371536.89,70.99879663056558
Masculino,237,127129.76,28.51985559566787
Nao Informado,2,872.9,0.24067388688327318
Outro,2,582.65,0.24067388688327318
