faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),1372,671,0,3
25-39 (Millennials),8354,4094,1,19
40-54 (Gen X),8463,3971,0,7
55-69 (Boomers),2474,1155,0,0
70+ (Silent),399,208,0,0
Nao Informado,6,7,5,0
