faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
16-24 (Gen Z),127,605314.72,4766.2576377952755,4.0692085869913495
25-39 (Millennials),1054,5354395.55,5080.071679316888,33.771227170778594
40-54 (Gen X),1411,7678326.69,5441.762360028349,45.209868631848764
55-69 (Boomers),448,2609919.81,5825.713861607143,14.354373598205703
70+ (Silent),80,671774.59,8397.182375,2.56328099967959
Nao Informado,1,7493.7,7493.7,0.03204101249599487
