faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),1125246.09,669027.09,0.0,2460.09
25-39 (Millennials),8617073.22,4623546.47,313.15999999999997,19673.4
40-54 (Gen X),10744143.0,5114406.68,0.0,4810.01
55-69 (Boomers),3631478.85,1450140.08,0.0,0.0
70+ (Silent),783038.34,323704.95,0.0,0.0
Nao Informado,1940.53,11151.279999999999,3111.4,0.0
