dia_semana,valor,transacoes
Domingo,474880.41,1488
Quarta,326993.17,1089
Quinta,260083.26,925
Sabado,760234.34,2124
Segunda,412389.43,858
Sexta,407923.34,1126
Terca,297255.88,816
