shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,64876,15643,18760890.71,1199.31539410599,41.09460150953051,2508.7680000000005,1565
Continente Shopping,CS,88609,22393,44600651.02,1991.7229053722147,41.83404806575538,4426.791999999998,2240
Neumarkt Shopping,NK,68783,15605,21896385.889999997,1403.1647478372315,42.74786899955137,3058.822000000001,1561
Garten Shopping,GS,29429,8477,7980571.69,941.4382080924856,40.46028561312404,2006.4000000000005,848
Norte Shopping,NR,66520,16645,22373625.02,1344.1649155902674,40.89129259058951,2606.7620000000006,1665
Nações Shopping,NS,8598,2868,2216049.13,772.6810076708507,38.69752008382815,1670.1380000000015,287
