sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Masculino,5671,36.252636962219526,6783952.31
CS,Feminino,9958,63.65786613820879,11960328.389999999
CS,Outro,12,0.07671162820430863,14104.14
CS,Nao Informado,2,0.012785271367384771,2505.87
BS,Feminino,15067,67.28441923815478,30157975.009999998
BS,Masculino,7312,32.6530612244898,14422778.75
BS,Outro,13,0.05805385611575046,19434.559999999998
BS,Nao Informado,1,0.004465681239673112,462.7
NK,Masculino,5063,32.44472925344441,6984738.470000001
NK,Feminino,10531,67.4847805190644,14899421.110000001
NK,Nao Informado,3,0.019224607497596923,4029.09
NK,Outro,8,0.0512656199935918,8197.220000000001
NR,Feminino,5295,62.463135543234635,4830841.88
NR,Masculino,3174,37.44249144744603,3144418.5399999996
NR,Outro,7,0.08257638315441783,4808.27
NR,Nao Informado,1,0.011796626164916835,503.0
GS,Outro,17,0.1021327726043857,12689.0
GS,Masculino,5979,35.92069690597777,8486950.75
GS,Feminino,10646,63.95914689095824,13870847.079999998
GS,Nao Informado,3,0.018023430459597475,3138.19
NS,Feminino,1891,65.93444909344491,1474674.41
NS,Masculino,976,34.03068340306834,739793.1400000001
NS,Nao Informado,1,0.03486750348675035,1581.5800000000002
