sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,40-54 (Gen X),6300,40.27360480726204,8064022.819999999
BS,25-39 (Millennials),6310,40.337531164098955,7203945.05
BS,55-69 (Boomers),1761,11.257431438982293,2181338.88
BS,70+ (Silent),253,1.6173368279741738,350690.48
BS,16-24 (Gen Z),1010,6.4565620405293105,956725.5
BS,Nao Informado,9,0.05753372115323148,4167.98
CS,25-39 (Millennials),8745,39.052382440941365,15997784.509999998
CS,40-54 (Gen X),8513,38.01634439333721,18798545.75
CS,55-69 (Boomers),2988,13.343455544143259,6425156.609999999
CS,16-24 (Gen Z),1535,6.854820702898228,2127618.62
CS,70+ (Silent),605,2.701737150002233,1239829.8199999998
CS,Nao Informado,7,0.03125976867771178,11715.71
NK,25-39 (Millennials),5507,35.28997116308875,6353031.1
NK,40-54 (Gen X),6352,40.70490227491189,10107912.52
NK,55-69 (Boomers),2276,14.585068888176867,3804593.48
NK,16-24 (Gen Z),1026,6.5748157641781475,876699.98
NK,70+ (Silent),442,2.832425504645947,751129.21
NK,Nao Informado,2,0.01281640499839795,3019.6
GS,40-54 (Gen X),3399,40.09673233455232,3374921.3699999996
GS,25-39 (Millennials),3428,40.43883449333491,3138324.26
GS,16-24 (Gen Z),655,7.726790138020526,489275.23
GS,55-69 (Boomers),907,10.699539931579569,888545.5800000001
GS,70+ (Silent),84,0.990916597853014,88312.92
GS,Nao Informado,4,0.04718650465966734,1192.3300000000002
NR,40-54 (Gen X),6526,39.20696905977771,9223866.909999998
NR,25-39 (Millennials),6638,39.879843796936015,8463535.17
NR,16-24 (Gen Z),1261,7.575848603184139,1107118.87
NR,55-69 (Boomers),1965,11.805346951036347,2977729.0
NR,70+ (Silent),251,1.5079603484529889,556736.73
NR,Nao Informado,4,0.024031240612796635,44638.34000000002
NS,55-69 (Boomers),223,7.775453277545327,208355.27999999997
NS,25-39 (Millennials),1322,46.09483960948396,990896.31
NS,16-24 (Gen Z),276,9.623430962343097,145523.37
NS,40-54 (Gen X),1014,35.35564853556485,840405.9099999999
NS,70+ (Silent),28,0.9762900976290098,18506.230000000003
NS,Nao Informado,5,0.17433751743375175,12362.029999999999
