shopping,idade_media,ticket_medio,freq_media,clientes
Balneário Shopping,42.16132681137267,2731.0057633459564,5.844841803078427,65488
Continente Shopping,41.840109762696144,1825.7200833654958,6.550135082979544,51820
Garten Shopping,41.338285150711954,2019.8989192462436,6.258416126118729,48716
Neumarkt Shopping,43.04037762493789,2668.5995487798505,8.851308982599154,38274
Norte Shopping,40.53279833912245,1612.8022944154345,5.716666002311954,25087
Nações Shopping,39.89391034792185,1467.8473624852409,5.475428524897195,24561
