faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),327,254008.48,12.689173457508732
25-39 (Millennials),1335,1022087.67,51.804423748544814
40-54 (Gen X),778,700954.39,30.190143577803646
55-69 (Boomers),101,81605.22,3.919285991462942
70+ (Silent),8,10634.1,0.3104384943733023
Nao Informado,28,10150.68,1.086534730306558
