loja,valor,clientes
Havan,265649.11,575
Atacadão,228166.15,571
Pittol,137932.75,336
Centauro,104587.17,260
Riachuelo,93558.89,324
Renner,89130.14,303
Samsung,63360.0,21
Magazine Luiza,62345.74,31
Bkko,48730.29,49
Casas Bahia,47369.58,38
Beagle,43546.12,53
Burger King,37302.13,253
Cobasi,37270.18,220
Idéli.oui,36767.06,105
Lojas Americanas,36485.14,378
Mc Donalds ,32087.67,243
Superlegal Brinquedos,30623.38,150
Game Mania,29778.5,15
Empório DuHomem,28388.64,18
Panvel Farmácias,27292.02,192
