perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,2625,10834096.35,4127.2748,9.05295238095238,15.94,52.63
Premium,3439,4833611.25,1405.5281331782494,5.051759232334981,20.88,23.48
Potencial,4786,3491572.16,729.538687839532,3.248850814876724,29.06,16.96
Pontual,5617,1426442.41,253.95093644294107,2.0548335410361402,34.11,6.93
