shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Premium,1,Moda,160979.74,46.26,351,179
Balneário Shopping,Premium,2,Calçados,31308.3,9.0,60,54
Balneário Shopping,Premium,3,Joalheria,29791.0,8.56,17,16
Balneário Shopping,Premium,4,Beleza e Bem-estar,28483.18,8.18,106,80
Balneário Shopping,Premium,5,Moda Feminina,24398.84,7.01,23,20
Balneário Shopping,Premium,6,Ótica,21745.28,6.25,15,13
Balneário Shopping,Premium,7,Infantil,14306.35,4.11,43,38
Balneário Shopping,Premium,8,Esportes,13000.74,3.74,34,28
Balneário Shopping,Premium,9,Eletrônicos,12929.8,3.72,9,9
Balneário Shopping,Premium,10,Gastronomia,11076.5,3.18,151,78
Balneário Shopping,VIP,1,Moda,994072.47,46.04,1867,680
Balneário Shopping,VIP,2,Joalheria,261043.2,12.09,91,78
Balneário Shopping,VIP,3,Beleza e Bem-estar,205425.05,9.51,664,358
Balneário Shopping,VIP,4,Calçados,148733.46,6.89,212,163
Balneário Shopping,VIP,5,Moda Feminina,120257.11,5.57,100,76
Balneário Shopping,VIP,6,Gastronomia,113912.75,5.28,1304,399
Balneário Shopping,VIP,7,Infantil,100144.56,4.64,389,212
Balneário Shopping,VIP,8,Ótica,83319.93000000001,3.86,51,43
Balneário Shopping,VIP,9,Eletrônicos,76491.82,3.54,35,27
Balneário Shopping,VIP,10,Esportes,55887.57,2.59,146,110
Continente Shopping,Premium,1,Moda,181004.32,42.08,423,221
Continente Shopping,Premium,2,Esportes,41633.2,9.68,94,75
Continente Shopping,Premium,3,Ótica,35594.1,8.27,18,17
Continente Shopping,Premium,4,Gastronomia,35031.33,8.14,562,152
Continente Shopping,Premium,5,Joalheria,31651.83,7.36,18,16
Continente Shopping,Premium,6,Calçados,29031.97,6.75,88,66
Continente Shopping,Premium,7,Eletrodomésticos,27963.28,6.5,89,57
Continente Shopping,Premium,8,Beleza e Bem-estar,19558.92,4.55,106,79
Continente Shopping,Premium,9,Telefonia,17657.84,4.11,7,5
Continente Shopping,Premium,10,Eletrônicos,11024.3,2.56,6,6
Continente Shopping,VIP,1,Moda,505842.63,38.89,1303,477
Continente Shopping,VIP,2,Gastronomia,143619.45,11.04,2736,421
Continente Shopping,VIP,3,Telefonia,121150.28,9.31,46,29
Continente Shopping,VIP,4,Joalheria,110951.38,8.53,48,40
Continente Shopping,VIP,5,Eletrônicos,102095.4,7.85,72,22
Continente Shopping,VIP,6,Esportes,76629.49,5.89,261,182
