shopping_principal,qtd_clientes,valor_total,ticket_medio,vip_hist,vip_valor_hist,vip_ticket_hist,premium_hist,premium_valor_hist,premium_ticket_hist,potencial_hist,potencial_valor_hist,potencial_ticket_hist,pontual_hist,pontual_valor_hist,pontual_ticket_hist,vip_periodo,vip_valor_periodo,vip_ticket_periodo,premium_periodo,premium_valor_periodo,premium_ticket_periodo,potencial_periodo,potencial_valor_periodo,potencial_ticket_periodo,pontual_periodo,pontual_valor_periodo,pontual_ticket_periodo,high_spenders,pct_valor
Garten Shopping,3338,4008096.56,1200.747920910725,908,2207660.73,2431.3444162995593,575,674488.86,1173.024104347826,817,693229.32,848.5058996328029,1038,432717.65,416.8763487475915,479,2102558.43,4389.474801670147,625,875908.0,1401.4528,928,671626.75,723.7357219827586,1306,358003.38,274.1220367534456,313,19.47
Norte Shopping,3132,3659276.55,1168.3513888888888,513,1066014.9,2078.001754385965,488,879669.45,1802.6013319672131,959,1098697.9,1145.6703858185608,1172,614894.3,524.6538395904437,447,1573136.97,3519.322080536913,742,1047753.18,1412.0662803234502,1141,844209.4,739.8855390008764,802,194177.0,242.11596009975062,257,17.78
Nações Shopping,3316,3445628.76,1039.0919059107357,472,1152768.39,2442.305911016949,458,697243.59,1522.3659170305675,940,966298.14,1027.976744680851,1446,629318.64,435.2134439834025,374,1455379.45,3891.3889037433155,700,959376.6,1370.538,1046,758971.86,725.5945124282982,1196,271900.85,227.34184782608693,215,16.74
Neumarkt Shopping,2367,3366987.66,1422.470494296578,1015,2328887.77,2294.4707093596057,447,499355.76,1117.1269798657718,411,348913.47,848.9378832116788,494,189830.66,384.2725910931174,465,2026393.68,4357.835870967741,502,713084.35,1420.4867529880478,560,410947.2,733.8342857142858,840,216562.43,257.81241666666665,313,16.36
Balneário Shopping,2023,3303183.78,1632.8145229856648,853,2347112.31,2751.5970808909733,287,385302.45,1342.5172473867597,384,364601.12,949.4820833333333,499,206167.9,413.162124248497,474,2172904.55,4584.1868143459915,428,617253.29,1442.1805841121495,481,349779.05,727.1913721413721,640,163246.89,255.07326562500003,311,16.05
Continente Shopping,2291,2802548.86,1223.2862767350503,692,1522485.73,2200.123887283237,360,466528.14,1295.9115,555,524497.55,945.0406306306307,684,289037.44,422.5693567251462,386,1503723.27,3895.656139896373,442,620235.83,1403.248484162896,630,456037.9,723.8696825396826,833,222551.86000000002,267.169099639856,238,13.61
